GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000162592	1	3668962	3688209	2	1	55267	-1.5264	0.93655	CCDC27
ENSG00000130764	1	3696784	3713068	25	1	55089	0.27284	0.39249	LRRC47
ENSG00000116198	1	3728645	3773778	118	6	55219	-0.35856	0.64004	CEP104
ENSG00000169598	1	3773845	3801993	24	2	55107	-0.81892	0.79359	DFFB
ENSG00000198912	1	3805689	3816857	10	2	54919	-0.88125	0.81091	C1orf174
ENSG00000196581	1	4714792	4852594	199	27	54817	0.61946	0.26781	AJAP1
ENSG00000131697	1	5922871	6052533	157	5	55192	-0.32553	0.62761	NPHP4
ENSG00000069424	1	6051526	6161253	36	6	55046	0.94891	0.17133	KCNAB2
ENSG00000116254	1	6161853	6240183	14	4	54791	-0.80837	0.79056	CHD5
ENSG00000116251	1	6241329	6269449	7	2	54099	-0.044399	0.51771	RPL22
ENSG00000158286	1	6265535	6281359	1	1	54904	1.1063	0.1343	RNF207
ENSG00000116237	1	6281253	6296032	1	1	55267	0.54319	0.2935	ICMT
ENSG00000097021	1	6324329	6454451	47	2	54865	-0.30799	0.62095	ACOT7
ENSG00000069812	1	6472478	6484730	1	1	55194	0.30548	0.38	HES2
ENSG00000171680	1	6526152	6580121	8	1	54682	0.7857	0.21602	PLEKHG5
ENSG00000162408	1	6581407	6614595	2	1	54820	-1.2559	0.89542	NOL9
ENSG00000173662	1	6615241	6639817	6	2	54809	-0.98326	0.83726	TAS1R1
ENSG00000162413	1	6650784	6674667	21	3	54706	1.1566	0.12372	KLHL21
ENSG00000116273	1	6673745	6684093	12	2	54916	0.78833	0.21525	PHF13
ENSG00000041988	1	6684926	6695646	16	2	54925	0.059166	0.47641	THAP3
ENSG00000007923	1	6694228	6761984	38	2	54929	-0.29003	0.6141	DNAJC11
ENSG00000171735	1	6845384	7829766	673	73	54887	-0.69285	0.7558	CAMTA1
ENSG00000049245	1	7831329	7841492	1	1	55267	0.95219	0.1705	VAMP3
ENSG00000049246	1	7844380	7905237	49	5	55052	-0.93638	0.82546	PER3
ENSG00000049247	1	7903143	7913572	5	2	54402	-0.67523	0.75024	UTS2
ENSG00000049249	1	7979907	8000926	23	2	54310	0.093009	0.46295	TNFRSF9
ENSG00000116288	1	8014351	8045565	24	3	55112	0.049199	0.48038	PARK7
ENSG00000116285	1	8064464	8086368	23	2	55093	0.26722	0.39465	ERRFI1
ENSG00000162426	1	8377886	8404227	21	2	54632	-0.6884	0.7544	SLC45A1
ENSG00000142599	1	8412457	8877702	247	8	55172	-0.62931	0.73543	RERE
ENSG00000074800	1	8921061	8939308	13	2	54999	0.78562	0.21604	ENO1
ENSG00000131686	1	9005926	9035151	8	4	54588	-0.92141	0.82158	CA6
ENSG00000197241	1	9063359	9086404	13	5	54984	0.5649	0.28607	SLC2A7
ENSG00000142583	1	9095166	9148537	37	7	54802	0.51188	0.30437	SLC2A5
ENSG00000180758	1	9160364	9189229	11	2	54566	2.6551	0.0039646	GPR157
ENSG00000049239	1	9294834	9331396	30	4	55091	1.1697	0.12106	H6PD
ENSG00000171621	1	9352939	9429591	9	3	54990	1.0799	0.1401	SPSB1
ENSG00000171612	1	9599541	9645237	20	2	55111	0.085497	0.46593	SLC25A33
ENSG00000171608	1	9711790	9789172	31	6	54692	-1.3804	0.91626	PIK3CD
ENSG00000179840	1	9712668	9714644	4	2	54832	-0.27358	0.6078	C1orf200
ENSG00000171603	1	9789084	9884584	35	2	55194	-0.46464	0.67891	CLSTN1
ENSG00000178585	1	9908334	9970394	1	1	55253	-0.0087733	0.5035	CTNNBIP1
ENSG00000162441	1	9982173	10003465	11	1	54793	-0.40712	0.65804	LZIC
ENSG00000173614	1	10003486	10045559	26	3	55054	0.58822	0.27819	NMNAT1
ENSG00000162444	1	10057264	10076078	4	1	54342	-0.6234	0.73349	RBP7
ENSG00000130939	1	10092890	10241297	62	8	54994	0.053497	0.47867	UBE4B
ENSG00000054523	1	10270863	10441661	202	6	55170	-0.35148	0.63739	KIF1B
ENSG00000142657	1	10458649	10480201	8	1	55174	0.23925	0.40546	PGD
ENSG00000251503	1	10490159	10512210	31	4	54950	0.30689	0.37947	APITD1-CORT
ENSG00000175279	1	10490159	10512210	31	4	54950	0.30689	0.37947	APITD1
ENSG00000241563	1	10509776	10511959	1	1	55060	-0.32894	0.6289	CORT
ENSG00000160049	1	10516579	10532583	15	4	54980	-1.0079	0.84325	DFFA
ENSG00000142655	1	10532345	10690815	184	15	55134	-1.0552	0.85433	PEX14
ENSG00000130940	1	10696661	10856707	31	9	54707	0.32059	0.37426	CASZ1
ENSG00000175262	1	11006528	11042094	31	6	54809	-0.12623	0.55023	C1orf127
ENSG00000120948	1	11072414	11085796	7	2	55128	-0.47184	0.68148	TARDBP
ENSG00000009724	1	11086580	11107290	16	2	54950	-0.4118	0.65976	MASP2
ENSG00000116649	1	11114641	11120081	6	1	54926	-0.73649	0.76928	SRM
ENSG00000171824	1	11126675	11159938	61	2	55221	0.41569	0.33882	EXOSC10
ENSG00000198793	1	11166592	11322564	252	8	55231	0.87033	0.19206	MTOR
ENSG00000171819	1	11249398	11256038	10	2	55248	1.1567	0.12369	ANGPTL7
ENSG00000120942	1	11333263	11356106	15	1	55203	-0.70465	0.75949	UBIAD1
ENSG00000204624	1	11539223	11597641	30	3	54840	1.7083	0.043787	PTCHD2
ENSG00000132879	1	11714432	11723384	1	1	55267	-1.145	0.8739	FBXO44
ENSG00000116663	1	11724181	11734411	3	1	53886	-0.22967	0.59083	FBXO6
ENSG00000116670	1	11734537	11751707	2	1	54589	-0.19276	0.57643	MAD2L2
ENSG00000162490	1	11751786	11785914	4	1	55153	-0.19627	0.5778	DRAXIN
ENSG00000177674	1	11796141	11814859	2	1	55114	-0.53564	0.7039	AGTRAP
ENSG00000215910	1	11821844	11849642	29	2	55090	0.72483	0.23428	C1orf167
ENSG00000177000	1	11845780	11866977	36	3	55179	1.2062	0.11387	MTHFR
ENSG00000011021	1	11866207	11903201	90	3	55233	1.1421	0.1267	CLCN6
ENSG00000116685	1	11979648	11986485	1	1	55110	0.65262	0.257	KIAA2013
ENSG00000116688	1	12040238	12073571	47	4	54544	-0.34565	0.6352	MFN2
ENSG00000120949	1	12123434	12204264	20	6	54737	0.47901	0.31597	TNFRSF8
ENSG00000028137	1	12227060	12269285	17	1	54443	-0.78425	0.78355	TNFRSF1B
ENSG00000048707	1	12290124	12572099	52	3	55047	1.8238	0.03409	VPS13D
ENSG00000162496	1	12627939	12677737	6	2	54945	1.2673	0.10253	DHRS3
ENSG00000162494	1	13801445	13840543	30	10	54818	1.142	0.12672	LRRC38
ENSG00000162493	1	13909960	13944452	53	12	54998	0.71225	0.23816	PDPN
ENSG00000116731	1	14026693	14151574	97	13	54967	-0.76259	0.77715	PRDM2
ENSG00000189337	1	14925200	15444539	351	66	54856	0.91476	0.18016	KAZN
ENSG00000171729	1	15479028	15546976	132	13	54994	-0.38382	0.64944	TMEM51
ENSG00000204464	1	15490840	15497813	11	2	54829	-0.028147	0.51123	C1orf195
ENSG00000142621	1	15573768	15726779	208	20	55095	0.52379	0.30021	FHAD1
ENSG00000142634	1	15736391	15756839	3	1	54393	-0.30617	0.62026	EFHD2
ENSG00000142615	1	15783223	15798586	12	3	54898	-0.18963	0.5752	CELA2A
ENSG00000215704	1	15792404	15817895	11	3	54998	0.33852	0.36748	CELA2B
ENSG00000132906	1	15817327	15853029	70	3	55131	0.16193	0.43568	CASP9
ENSG00000116138	1	15853308	15918874	95	5	54998	0.45298	0.32528	DNAJC16
ENSG00000116771	1	15898848	15911605	31	3	54900	0.42943	0.3338	AGMAT
ENSG00000116786	1	16010827	16061264	12	1	55169	1.0676	0.14285	PLEKHM2
ENSG00000162458	1	16083102	16113089	22	2	54847	-1.767	0.96139	FBLIM1
ENSG00000065526	1	16174359	16266955	11	1	55189	-0.6339	0.73693	SPEN
ENSG00000116809	1	16268364	16302627	10	1	55088	-1.0515	0.85349	ZBTB17
ENSG00000183888	1	16330731	16335302	6	1	55216	-0.76571	0.77807	C1orf64
ENSG00000173641	1	16340523	16346089	30	2	55190	0.31262	0.37729	HSPB7
ENSG00000186510	1	16345370	16360545	1	1	55203	0.0612	0.4756	CLCNKA
ENSG00000185519	1	16384264	16400127	1	1	55145	0.97573	0.1646	FAM131C
ENSG00000142627	1	16450832	16482582	5	2	55073	0.6173	0.26852	EPHA2
ENSG00000142632	1	16524349	16539104	28	2	55115	-0.13505	0.55371	ARHGEF19
ENSG00000132881	1	16558195	16563657	6	2	54983	1.5229	0.063888	RSG1
ENSG00000037637	1	16573334	16678949	120	2	55200	2.0749	0.018998	FBXO42
ENSG00000055070	1	16679070	16724640	29	2	55100	2.049	0.020229	SZRD1
ENSG00000187144	1	16713612	16763919	20	3	54602	1.6197	0.05265	SPATA21
ENSG00000157191	1	16767167	16786573	11	2	54806	0.16119	0.43597	NECAP2
ENSG00000058453	1	17066768	17299474	6	1	54862	0.062753	0.47498	CROCC
ENSG00000117122	1	17300997	17307330	3	1	54691	-0.13484	0.55363	MFAP2
ENSG00000159363	1	17312453	17338423	6	2	54991	-0.030401	0.51213	ATP13A2
ENSG00000117118	1	17345217	17380665	39	3	55092	-0.30843	0.62112	SDHB
ENSG00000117115	1	17393256	17445948	77	2	55014	-0.38947	0.65154	PADI2
ENSG00000142623	1	17531621	17572500	13	2	55033	-0.648	0.74151	PADI1
ENSG00000142619	1	17575593	17610728	38	3	54953	-0.46234	0.67808	PADI3
ENSG00000159339	1	17634690	17690499	6	1	54734	-0.9421	0.82693	PADI4
ENSG00000269468	1	17655507	17676070	4	1	55111	-0.53679	0.70429	AC004824.2
ENSG00000179051	1	17733256	17766220	16	1	55010	-0.10858	0.54323	RCC2
ENSG00000074964	1	17866330	18024369	137	9	55044	0.10339	0.45883	ARHGEF10L
ENSG00000117148	1	18081808	18153558	140	17	54859	-0.61872	0.73195	ACTL8
ENSG00000117154	1	18434240	18704977	264	46	54927	-0.12109	0.54819	IGSF21
ENSG00000179023	1	18807424	18812478	6	2	55044	0.54973	0.29125	KLHDC7A
ENSG00000009709	1	18957500	19075360	100	12	54799	1.4146	0.078596	PAX7
ENSG00000179002	1	19166093	19186176	47	5	55069	1.2345	0.1085	TAS1R2
ENSG00000255275	1	19175767	19247615	61	5	54977	-0.10913	0.54345	RP13-279N23.2
ENSG00000159423	1	19197926	19229275	19	3	55031	-0.23681	0.5936	ALDH4A1
ENSG00000169991	1	19230775	19283180	31	2	54929	0.0010189	0.49959	IFFO2
ENSG00000127481	1	19401000	19536770	121	8	55111	0.52946	0.29824	UBR4
ENSG00000127463	1	19542158	19578046	42	4	54973	0.056056	0.47765	EMC1
ENSG00000053372	1	19578033	19586622	21	2	55223	-0.10834	0.54314	MRTO4
ENSG00000162482	1	19609052	19615744	2	1	54812	-0.44181	0.67069	AKR7A3
ENSG00000053371	1	19630459	19638640	5	2	54833	0.46997	0.31919	AKR7A2
ENSG00000040487	1	19638820	19655794	49	5	54445	-2.0461	0.97963	PQLC2
ENSG00000077549	1	19665267	19812066	339	18	55016	-0.27966	0.61013	CAPZB
ENSG00000270136	1	19923473	19984549	52	8	54903	-0.10629	0.54233	MINOS1-NBL1
ENSG00000173436	1	19923477	19956314	26	5	55108	-0.46007	0.67727	MINOS1
ENSG00000158747	1	19967048	19984945	9	3	54490	1.2025	0.11458	NBL1
ENSG00000158748	1	19991780	20006055	10	2	54955	-0.042272	0.51686	HTR6
ENSG00000162542	1	20008706	20126438	65	11	54661	-1.4277	0.92331	TMCO4
ENSG00000169914	1	20209006	20239438	30	5	55007	0.33547	0.36864	OTUD3
ENSG00000188784	1	20246502	20250110	8	2	55016	1.5353	0.06236	PLA2G2E
ENSG00000188257	1	20301925	20306932	3	1	54945	0.65549	0.25608	PLA2G2A
ENSG00000127472	1	20354672	20417683	125	12	55126	0.18731	0.42571	PLA2G5
ENSG00000117215	1	20438432	20446050	1	1	55267	-0.1955	0.5775	PLA2G2D
ENSG00000187980	1	20487746	20503917	15	3	54703	-0.52304	0.69953	PLA2G2C
ENSG00000158816	1	20617412	20681387	82	5	54736	-0.65892	0.74503	VWA5B1
ENSG00000162545	1	20808884	20812713	1	1	54732	-1.6566	0.9512	CAMK2N1
ENSG00000090432	1	20825943	20834654	13	3	55096	-0.004096	0.50163	MUL1
ENSG00000183114	1	20878932	20881512	2	1	55106	0.61228	0.27018	FAM43B
ENSG00000158825	1	20915441	20945401	62	10	54826	1.5866	0.056304	CDA
ENSG00000158828	1	20959948	20978004	42	5	55164	1.6487	0.049608	PINK1
ENSG00000244038	1	20978270	20988000	15	3	55197	2.0695	0.01925	DDOST
ENSG00000117245	1	20990507	21044510	27	8	54927	-0.24873	0.59822	KIF17
ENSG00000189410	1	21046225	21059330	16	3	54734	-1.778	0.9623	SH2D5
ENSG00000127483	1	21069154	21113816	39	2	54914	-0.33925	0.63279	HP1BP3
ENSG00000075151	1	21132963	21503377	321	9	55168	-0.75955	0.77624	EIF4G3
ENSG00000117298	1	21543740	21671997	45	5	55047	-1.4979	0.93292	ECE1
ENSG00000142794	1	21766621	21811498	77	5	55076	-0.087803	0.53498	NBPF3
ENSG00000162551	1	21835858	21904905	113	8	54918	1.2539	0.10495	ALPL
ENSG00000076864	1	21922708	21995801	24	4	55098	0.77981	0.21775	RAP1GAP
ENSG00000090686	1	22004791	22110099	49	5	55016	0.0083226	0.49668	USP48
ENSG00000187942	1	22138758	22151714	4	1	54296	0.72473	0.23431	LDLRAD2
ENSG00000142798	1	22148738	22263790	50	7	54749	1.8566	0.031685	HSPG2
ENSG00000219073	1	22303514	22325135	18	2	54789	0.89115	0.18643	CELA3B
ENSG00000070831	1	22379120	22419437	7	2	55043	-1.0784	0.85957	CDC42
ENSG00000162552	1	22443798	22470462	36	3	55024	0.13134	0.44775	WNT4
ENSG00000184677	1	22778344	22857650	61	5	55109	0.29992	0.38212	ZBTB40
ENSG00000070886	1	22890057	22930087	5	2	54820	0.54011	0.29456	EPHA8
ENSG00000173372	1	22962999	22966101	2	1	54049	-0.98759	0.83832	C1QA
ENSG00000159189	1	22970123	22974603	12	3	54608	-0.92086	0.82144	C1QC
ENSG00000173369	1	22979255	22988031	9	3	54870	-0.4075	0.65818	C1QB
ENSG00000133216	1	23037332	23241818	133	23	54996	0.11741	0.45327	EPHB2
ENSG00000215906	1	23279536	23291831	14	3	54151	0.50719	0.30601	LACTBL1
ENSG00000227868	1	23337327	23342343	5	2	54921	0.66545	0.25288	C1orf234
ENSG00000004487	1	23345941	23410182	47	4	55068	0.26501	0.3955	KDM1A
ENSG00000169641	1	23410516	23504301	67	5	55143	0.90903	0.18167	LUZP1
ENSG00000179546	1	23516993	23521222	1	1	55178	-1.1297	0.8707	HTR1D
ENSG00000125944	1	23630264	23670829	15	3	54993	0.10034	0.46004	HNRNPR
ENSG00000125945	1	23685941	23695935	19	4	54910	-0.77713	0.78146	ZNF436
ENSG00000249087	1	23695490	23698332	3	2	54986	-0.251	0.59909	C1orf213
ENSG00000204219	1	23707554	23751233	73	8	54827	0.12618	0.44979	TCEA3
ENSG00000088280	1	23755056	23811061	54	5	55172	-0.97279	0.83467	ASAP3
ENSG00000007968	1	23832922	23857712	12	2	55115	-1.6376	0.94925	E2F2
ENSG00000197880	1	23907985	23967058	10	2	53868	-0.16276	0.56465	MDS2
ENSG00000011007	1	24069645	24088549	3	1	54893	0.49786	0.30929	TCEB3
ENSG00000057757	1	24104895	24114722	3	1	55079	0.74328	0.22866	PITHD1
ENSG00000011009	1	24117460	24122029	1	1	54930	-0.84305	0.8004	LYPLA2
ENSG00000117305	1	24128375	24165110	27	2	54973	0.86908	0.1924	HMGCL
ENSG00000179163	1	24171567	24194784	18	2	54420	0.26756	0.39452	FUCA1
ENSG00000188822	1	24197016	24285549	84	4	55133	-0.2599	0.60253	CNR2
ENSG00000189266	1	24285599	24289952	2	1	53358	0.35091	0.36283	PNRC2
ENSG00000188529	1	24291294	24307417	3	2	55081	0.27284	0.39249	SRSF10
ENSG00000142661	1	24382525	24438665	65	6	54885	1.2914	0.098274	MYOM3
ENSG00000142677	1	24446261	24469611	4	1	55035	-0.56729	0.71474	IL22RA1
ENSG00000185436	1	24480647	24514449	15	4	54813	-1.1949	0.88394	IFNLR1
ENSG00000158055	1	24645812	24690972	12	3	55000	-1.1781	0.88062	GRHL3
ENSG00000001460	1	24683489	24743424	60	4	55011	-1.1686	0.87873	STPG1
ENSG00000001461	1	24742284	24799466	79	5	54989	-1.1436	0.8736	NIPAL3
ENSG00000117602	1	24829387	24867530	28	2	54498	-0.34821	0.63616	RCAN3
ENSG00000184454	1	24882602	24935819	88	10	54806	-0.10384	0.54135	NCMAP
ENSG00000133226	1	24958207	24999758	9	2	54995	-0.0020849	0.50083	SRRM1
ENSG00000169504	1	25071848	25170815	32	2	55164	-0.46621	0.67947	CLIC4
ENSG00000020633	1	25226002	25291612	17	3	54465	0.77939	0.21788	RUNX3
ENSG00000204178	1	25757388	25826700	46	1	55044	0.66333	0.25356	TMEM57
ENSG00000157978	1	25870071	25895377	7	1	54936	-0.61282	0.73	LDLRAP1
ENSG00000117643	1	25943959	26112698	130	5	54892	0.38265	0.35099	MAN1C1
ENSG00000117632	1	26210672	26233482	14	1	55037	1.3327	0.091311	STMN1
ENSG00000158006	1	26286258	26324648	44	2	55091	0.81717	0.20691	PAFAH2
ENSG00000158008	1	26346375	26362955	26	4	55107	1.2074	0.11363	EXTL1
ENSG00000158014	1	26363743	26372624	11	2	55121	1.3924	0.081901	SLC30A2
ENSG00000158022	1	26377795	26394927	22	4	54570	1.2107	0.113	TRIM63
ENSG00000175087	1	26437664	26452034	2	1	55098	-1.5081	0.93424	PDIK1L
ENSG00000197245	1	26485511	26489119	2	1	55126	-0.83851	0.79913	FAM110D
ENSG00000142684	1	26496362	26498551	4	1	54457	1.8902	0.029365	ZNF593
ENSG00000142675	1	26503894	26516377	10	1	55209	2.1086	0.017488	CNKSR1
ENSG00000188782	1	26517052	26529459	5	1	55093	1.0019	0.15819	CATSPER4
ENSG00000130695	1	26560691	26605299	63	4	55183	-0.16703	0.56633	CEP85
ENSG00000158062	1	26607819	26644854	69	4	55006	-0.0026868	0.50107	UBXN11
ENSG00000176092	1	26648350	26680621	35	4	54751	-0.11894	0.54734	AIM1L
ENSG00000176083	1	26688125	26701013	17	2	54875	-0.98394	0.83743	ZNF683
ENSG00000131914	1	26737269	26756213	10	3	54703	0.45775	0.32357	LIN28A
ENSG00000117682	1	26758773	26797785	31	4	55185	-0.13376	0.5532	DHDDS
ENSG00000198830	1	26798941	26802463	2	1	55180	-0.77872	0.78193	HMGN2
ENSG00000117676	1	26856252	26901521	54	3	54927	-0.28644	0.61273	RPS6KA1
ENSG00000117713	1	27022524	27108595	2	1	55204	0.70092	0.24168	ARID1A
ENSG00000090020	1	27425306	27493472	20	1	55170	-0.429	0.66604	SLC9A1
ENSG00000142784	1	27561007	27635110	22	1	55219	1.2655	0.10284	WDTC1
ENSG00000186501	1	27648651	27662891	1	1	55024	-0.30758	0.6208	TMEM222
ENSG00000142765	1	27668513	27680421	6	2	55044	0.34764	0.36405	SYTL1
ENSG00000142733	1	27681675	27693383	1	1	55246	0.38451	0.3503	MAP3K6
ENSG00000174950	1	27705666	27709870	1	1	54462	1.7859	0.03706	CD164L2
ENSG00000158195	1	27730730	27816669	49	1	55069	1.7947	0.036349	WASF2
ENSG00000126709	1	27992572	27998729	5	1	54680	1.2471	0.10617	IFI6
ENSG00000009780	1	28052490	28089633	48	1	55226	0.78836	0.21524	FAM76A
ENSG00000117758	1	28099694	28150963	31	1	54989	0.47864	0.3161	STX12
ENSG00000117751	1	28157289	28178187	13	1	54900	0.47335	0.31798	PPP1R8
ENSG00000130775	1	28199055	28213196	7	1	54896	-0.7773	0.78151	THEMIS2
ENSG00000117748	1	28218035	28241257	30	2	54980	0.25581	0.39905	RPA2
ENSG00000130768	1	28261504	28285668	44	6	54700	0.79387	0.21364	SMPDL3B
ENSG00000158161	1	28296855	28415207	82	5	55009	0.56622	0.28562	EYA3
ENSG00000169403	1	28473677	28520447	15	2	55022	-0.088494	0.53526	PTAFR
ENSG00000126698	1	28525967	28559536	34	1	55183	0.35336	0.36191	DNAJC8
ENSG00000130770	1	28562620	28573417	22	1	55241	0.28071	0.38946	ATPIF1
ENSG00000130766	1	28586038	28609002	15	1	55099	0.35229	0.36231	SESN2
ENSG00000130772	1	28655513	28662476	2	1	55257	0.99792	0.15916	MED18
ENSG00000204138	1	28696114	28826881	163	2	55214	1.2284	0.10964	PHACTR4
ENSG00000180198	1	28832455	28865812	21	1	54679	1.0042	0.15765	RCC1
ENSG00000180098	1	28879597	28905051	20	1	54624	1.0403	0.14911	TRNAU1AP
ENSG00000120656	1	28915835	28969597	18	1	55158	0.51196	0.30434	TAF12
ENSG00000162419	1	28995244	29045865	25	1	54957	2.3169	0.010254	GMEB1
ENSG00000198492	1	29063133	29096287	29	1	55220	2.2348	0.012715	YTHDF2
ENSG00000116329	1	29138654	29190208	47	3	54940	0.19068	0.42439	OPRD1
ENSG00000159023	1	29213603	29446553	174	9	55140	1.4526	0.073162	EPB41
ENSG00000253304	1	29445940	29450447	2	1	55097	0.99515	0.15983	TMEM200B
ENSG00000116350	1	29474255	29508499	20	4	55170	1.2262	0.11006	SRSF4
ENSG00000116353	1	29519385	29557454	47	5	55172	0.97563	0.16462	MECR
ENSG00000060656	1	29563028	29653325	59	6	54976	0.79016	0.21472	PTPRU
ENSG00000162510	1	31184124	31196434	33	5	55121	0.032481	0.48704	MATN1
ENSG00000162511	1	31205316	31230667	8	4	54707	-0.60234	0.72653	LAPTM5
ENSG00000162512	1	31342314	31381608	5	3	54556	-0.851	0.80261	SDC3
ENSG00000134644	1	31404353	31538838	101	6	55145	-0.010994	0.50439	PUM1
ENSG00000084628	1	31652592	31712401	222	15	55013	-0.47179	0.68146	NKAIN1
ENSG00000060688	1	31732417	31769662	88	8	55185	-0.2202	0.58714	SNRNP40
ENSG00000121766	1	31769842	31837783	137	9	55214	-0.47602	0.68297	ZCCHC17
ENSG00000121769	1	31838472	31849697	14	4	54995	-0.13292	0.55287	FABP3
ENSG00000168528	1	31882412	31907525	65	5	54888	-0.064119	0.52556	SERINC2
ENSG00000142910	1	32042116	32053288	1	1	55267	-0.94747	0.8283	TINAGL1
ENSG00000121764	1	32083287	32098119	16	2	55037	0.39624	0.34597	HCRTR1
ENSG00000162517	1	32095463	32110497	14	2	54910	-0.33722	0.63203	PEF1
ENSG00000084636	1	32117848	32169920	24	5	54976	0.32179	0.37381	COL16A1
ENSG00000121753	1	32192718	32230494	4	1	54522	-1.34	0.90988	BAI2
ENSG00000134668	1	32256023	32281652	11	3	54503	0.34678	0.36438	SPOCD1
ENSG00000184007	1	32372022	32410457	7	2	55113	0.17121	0.43203	PTP4A2
ENSG00000121774	1	32479430	32526451	1	1	53883	-1.2351	0.8916	KHDRBS1
ENSG00000121775	1	32537632	32568467	12	1	54996	-1.0567	0.85467	TMEM39B
ENSG00000025800	1	32573639	32642169	34	1	55104	-0.33373	0.63071	KPNA6
ENSG00000084652	1	32645287	32663886	11	1	55112	-0.31827	0.62486	TXLNA
ENSG00000160051	1	32671236	32674288	2	1	54829	-0.23726	0.59377	IQCC
ENSG00000222046	1	32674695	32681797	4	1	55024	-0.34176	0.63373	DCDC2B
ENSG00000160055	1	32680073	32687972	4	1	54965	-0.013988	0.50558	TMEM234
ENSG00000084623	1	32687529	32697205	8	1	54920	-0.23333	0.59225	EIF3I
ENSG00000116478	1	32757687	32799236	2	1	54861	1.0653	0.14337	HDAC1
ENSG00000254553	1	32930658	33066393	119	3	55122	-0.39187	0.65242	RP1-27O5.3
ENSG00000273274	1	32930670	32962287	15	1	55095	-0.29265	0.61511	ZBTB8B
ENSG00000160062	1	33005028	33071540	74	3	55069	0.32107	0.37408	ZBTB8A
ENSG00000176261	1	33065773	33116504	84	3	55109	2.3343	0.00979	ZBTB8OS
ENSG00000162521	1	33116743	33151812	70	3	55221	1.938	0.026309	RBBP4
ENSG00000162520	1	33145507	33169197	46	3	55122	1.9187	0.027513	SYNC
ENSG00000162522	1	33207486	33240571	11	3	55170	1.2295	0.10945	KIAA1522
ENSG00000134684	1	33240840	33283754	29	1	55078	1.299	0.096978	YARS
ENSG00000116497	1	33282368	33324476	26	1	54954	1.3007	0.096675	S100PBP
ENSG00000160097	1	33327869	33338083	7	1	54767	1.1636	0.1223	FNDC5
ENSG00000116514	1	33402046	33430286	25	3	55032	0.30997	0.37829	RNF19B
ENSG00000004455	1	33473585	33546597	43	4	54936	-0.85891	0.80481	AK2
ENSG00000142920	1	33546705	33586131	56	4	55083	-0.94009	0.82642	ADC
ENSG00000116525	1	33611003	33647660	53	5	55062	-1.0127	0.8444	TRIM62
ENSG00000160094	1	33722146	33766320	24	4	54422	-0.54213	0.70614	ZNF362
ENSG00000184389	1	33772367	33786699	27	5	55137	-0.53284	0.70293	A3GALT2
ENSG00000134686	1	33789224	33896653	156	12	55167	-0.64528	0.74063	PHC2
ENSG00000121903	1	33938246	33962107	26	3	54935	1.0004	0.15857	ZSCAN20
ENSG00000121904	1	33979609	34631443	671	72	54935	2.4961	0.0062792	CSMD2
ENSG00000142698	1	34632484	34684732	85	8	55085	-0.12707	0.55056	C1orf94
