ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000236158	RFC3P1	3	36211259	36211940	-1	pseudogene	NA	RFC3P1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	0.000207562724191	rs4678729	1
ENSG00000144681	STAC	3	36421836	36589499	1	protein_coding	6769	STAC	0.0107102692074456	0.060282382	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm	7.14105062329e-06	rs4678729	1
ENSG00000201315	RN7SKP227	3	36726531	36726860	1	misc_RNA	NA	RN7SKP227	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	7.14105062329e-06	rs4678729	1
ENSG00000163673	DCLK3	3	36753913	36781352	-1	protein_coding	85443	DCLK3	0.439315817627167	1.518414455	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm	5.94769749755e-05	rs4678729	1
ENSG00000230067	HSPD1P6	3	36808608	36825658	-1	pseudogene	NA	HSPD1P6	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	0.000207562724191	rs4678729	1
ENSG00000083937	CHMP2B	3	87276421	87304698	1	protein_coding	25978	CHMP2B	0.0130803147575514	-0.213418267	0	0	29	1.4661e-06	0.00441355766886125	eQTLGen_cis_eQTLs	+	No	NA	0.000185491204005	rs2932274	2
ENSG00000064835	POU1F1	3	87308554	87325737	-1	protein_coding	5449	POU1F1	0.618818418545953	0.393077992	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	5.98029587616e-06	rs2932274	2
ENSG00000239829	KRT8P25	3	87372418	87373873	1	pseudogene	NA	KRT8P25	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	5.98029587616e-06	rs2932274	2
ENSG00000240902	APOOP2	3	87643988	87644526	1	pseudogene	NA	APOOP2	NA	NA	0	0	0	NA	NA	NA	NA	Yes	hESC	7.9854005992e-05	rs2932274	2
ENSG00000239572	RP11-451B8.1	3	87780552	87842779	-1	lincRNA	NA	NA	NA	NA	0	0	61	1.63742e-06	0.000210766381804529	TIGER/Nom_Alonso_Pancreatic_islets:PsychENCODE_eQTLs	-	No	NA	1.1726952398e-05	rs2932274	2
ENSG00000221059	RNU6ATAC6P	3	87959370	87959495	1	snRNA	NA	RNU6ATAC6P	NA	NA	30	11.03	0	NA	NA	NA	NA	No	NA	NA	rs2932274	2
ENSG00000179097	HTR1F	3	88039846	88042919	1	protein_coding	3355	HTR1F	0.00161477471674346	-0.18752429	0	0	166	9.44098e-22	5.90436601350049e-19	TIGER/Nom_Alonso_Pancreatic_islets:EyeGEx:PsychENCODE_eQTLs:DICE/Monocyte_classical:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Prostate:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Spleen:GTEx/v8/Thyroid:GTEx/v7/Adipose_Visceral_Omentum:GTEx/v7/Pancreas:GTEx/v7/Pituitary:GTEx/v7/Skin_Sun_Exposed_Lower_leg:GTEx/v7/Spleen:GTEx/v7/Thyroid:GTEx/v6/Spleen:GTEx/v6/Thyroid	-	Yes	Mesendoderm:hESC	5.98029587616e-06	rs2932274	2
ENSG00000163320	CGGBP1	3	88101094	88199035	-1	protein_coding	8545	CGGBP1	0.777631517643376	0.905336657	0	0	166	4.1865e-246	0	TIGER/Nom_Alonso_Pancreatic_islets:EyeGEx:eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/GEUVADIS_ge_LCL:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/Quach_2016_ge_monocyte_LPS:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLcatalogue/Quach_2016_ge_monocyte_Pam3CSK4:eQTLcatalogue/Quach_2016_ge_monocyte_R848:eQTLcatalogue/TwinsUK_ge_fat:eQTLcatalogue/TwinsUK_ge_LCL:eQTLcatalogue/TwinsUK_ge_skin:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Liver:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid:GTEx/v8/Uterus:GTEx/v7/Adipose_Subcutaneous:GTEx/v7/Adipose_Visceral_Omentum:GTEx/v7/Adrenal_Gland:GTEx/v7/Whole_Blood:GTEx/v7/Artery_Aorta:GTEx/v7/Artery_Coronary:GTEx/v7/Artery_Tibial:GTEx/v7/Brain_Cerebellum:GTEx/v7/Brain_Frontal_Cortex_BA9:GTEx/v7/Brain_Hippocampus:GTEx/v7/Breast_Mammary_Tissue:GTEx/v7/Colon_Sigmoid:GTEx/v7/Colon_Transverse:GTEx/v7/Esophagus_Gastroesophageal_Junction:GTEx/v7/Esophagus_Mucosa:GTEx/v7/Esophagus_Muscularis:GTEx/v7/Heart_Atrial_Appendage:GTEx/v7/Heart_Left_Ventricle:GTEx/v7/Liver:GTEx/v7/Lung:GTEx/v7/Muscle_Skeletal:GTEx/v7/Nerve_Tibial:GTEx/v7/Ovary:GTEx/v7/Pancreas:GTEx/v7/Pituitary:GTEx/v7/Cells_Transformed_fibroblasts:GTEx/v7/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v7/Skin_Sun_Exposed_Lower_leg:GTEx/v7/Spleen:GTEx/v7/Stomach:GTEx/v7/Thyroid:GTEx/v7/Uterus:GTEx/v6/Adipose_Subcutaneous:GTEx/v6/Adipose_Visceral_Omentum:GTEx/v6/Adrenal_Gland:GTEx/v6/Artery_Aorta:GTEx/v6/Artery_Tibial:GTEx/v6/Colon_Sigmoid:GTEx/v6/Colon_Transverse:GTEx/v6/Esophagus_Gastroesophageal_Junction:GTEx/v6/Esophagus_Mucosa:GTEx/v6/Esophagus_Muscularis:GTEx/v6/Heart_Left_Ventricle:GTEx/v6/Lung:GTEx/v6/Nerve_Tibial:GTEx/v6/Pancreas:GTEx/v6/Cells_Transformed_fibroblasts:GTEx/v6/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v6/Skin_Sun_Exposed_Lower_leg:GTEx/v6/Spleen:GTEx/v6/Stomach:GTEx/v6/Thyroid	+	No	NA	5.98029587616e-06	rs2932274	2
ENSG00000175105	ZNF654	3	88188254	88193815	1	protein_coding	55279	ZNF654	0.947346014675446	1.155049789	0	0	54	1.6309e-10	0	TIGER/Nom_Alonso_Pancreatic_islets:eQTLGen_cis_eQTLs	+	No	NA	1.63522503439e-05	rs2932274	2
ENSG00000179021	C3orf38	3	88198893	88217879	1	protein_coding	285237	C3orf38	0.00699878324708333	-0.636674336	0	0	50	5.39089e-05	9.41082e-09	TIGER/Nom_Alonso_Pancreatic_islets:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v7/Nerve_Tibial	+	No	NA	1.63522503439e-05	rs2932274	2
ENSG00000189002	PROSP	3	90251466	90306565	-1	pseudogene	NA	PROSP	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell	5.98029587616e-06	rs2932274	2
ENSG00000271024	HSPE1P19	3	90310564	90310858	-1	pseudogene	NA	HSPE1P19	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell	5.98029587616e-06	rs2932274	2
ENSG00000216859	RP11-448N11.1	6	63170845	63171408	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	2.57303666251e-05	rs66812553	3
ENSG00000188107	EYS	6	64429876	66417118	-1	protein_coding	346007	EYS	8.21411418968935e-09	-0.394014092	249	13.25	215	7.40986e-08	3.40445371486726e-05	EyeGEx:BRAINEAC/CRBL	+	Yes	Aorta:Liver:Mesenchymal_Stem_Cell:Mesendoderm:hESC	4.06127651971e-06	rs66812553	3
ENSG00000219653	GCNT1P4	6	64567334	64567662	1	pseudogene	NA	GCNT1P4	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	4.06127651971e-06	rs66812553	3
ENSG00000243828	RP11-307F22.2	6	65438730	65443730	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	4.06127651971e-06	rs66812553	3
ENSG00000221312	AL109922.1	6	65684286	65684385	1	miRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	NA	rs66812553	3
ENSG00000256352	AL109922.2	6	65720260	65720336	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm:hESC	4.06127651971e-06	rs66812553	3
ENSG00000265187	AL109612.1	6	66176897	66176982	-1	miRNA	NA	NA	NA	NA	32	6.358	0	NA	NA	NA	NA	Yes	Aorta:Liver:hESC	1.15623471937e-05	rs66812553	3
ENSG00000233859	ADH5P4	6	66546823	66547947	-1	pseudogene	NA	ADH5P4	NA	NA	0	0	155	8.29249e-05	0.03751	GTEx/v8/Esophagus_Mucosa	+	Yes	Liver:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	4.06127651971e-06	rs66812553	3
ENSG00000221281	AC002485.1	6	67069318	67069392	1	miRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	2.57303666251e-05	rs66812553	3
ENSG00000201015	RNU6-280P	6	68256544	68256647	1	snRNA	NA	RNU6-280P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	4.06127651971e-06	rs66812553	3
ENSG00000206672	Y_RNA	6	68335249	68335357	1	misc_RNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	2.57303666251e-05	rs66812553	3
ENSG00000270509	RP11-301G19.2	6	68643377	68644574	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	4.06127651971e-06	rs66812553	3
ENSG00000223504	RP11-542F9.1	6	68765243	68770394	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	2.57303666251e-05	rs66812553	3
ENSG00000226497	RP11-406O16.1	6	68936864	69039791	-1	lincRNA	101928280	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	4.06127651971e-06	rs66812553	3
ENSG00000266675	AL606923.1	6	69203331	69203418	1	miRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs66812553	3
ENSG00000233941	RP11-404H14.1	6	106806441	106807592	-1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs146409271	4
ENSG00000202386	RNA5SP211	6	106897256	106897372	1	rRNA	NA	RNA5SP211	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesendoderm:hESC	NA	rs146409271	4
ENSG00000200314	Y_RNA	6	106902703	106902804	1	misc_RNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesendoderm:hESC	NA	rs146409271	4
ENSG00000112297	AIM1	6	106959730	107018326	1	protein_coding	202	AIM1	7.45739464483608e-20	1.641282921	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	1.71913484518e-08	rs146409271	4
ENSG00000252125	RNU6-1299P	6	107454275	107454374	1	snRNA	NA	RNU6-1299P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm	NA	rs146409271	4
ENSG00000164494	PDSS2	6	107473761	107780768	-1	protein_coding	57107	PDSS2	1.89564464414184e-05	-0.637292192	0	0	0	NA	NA	NA	NA	Yes	Fetal_Cortex	NA	rs146409271	4
ENSG00000214985	AL591516.5	6	107547242	107547443	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs146409271	4
ENSG00000203384	AL591516.3	6	107549615	107549859	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs146409271	4
ENSG00000203285	AL591516.2	6	107550448	107550687	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs146409271	4
ENSG00000220237	RPS24P12	6	107550963	107551356	1	pseudogene	NA	RPS24P12	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs146409271	4
ENSG00000203284	AL591516.1	6	107555445	107555703	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs146409271	4
ENSG00000213167	AL591516.4	6	107558468	107558747	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs146409271	4
ENSG00000203281	AL590489.1	6	107584371	107584617	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	NA	rs146409271	4
ENSG00000025796	SEC63	6	108188960	108279393	-1	protein_coding	11231	SEC63	1.24261908060209e-05	0.85698409	3	2.766	0	NA	NA	NA	NA	Yes	Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.71913484518e-08	rs146409271	4
ENSG00000238420	RNU6-437P	6	108251292	108251386	1	snRNA	NA	RNU6-437P	NA	NA	1	0.634	0	NA	NA	NA	NA	Yes	Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.71913484518e-08	rs146409271	4
ENSG00000232778	RPL23AP50	6	108253004	108253458	1	pseudogene	NA	RPL23AP50	NA	NA	1	0.634	0	NA	NA	NA	NA	Yes	Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.71913484518e-08	rs146409271	4
ENSG00000272476	RP1-191J18.66	6	108278617	108281190	1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs146409271	4
ENSG00000224987	RP1-191J18.65	6	108306293	108306894	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	NA	rs146409271	4
ENSG00000253090	SNORA73	6	108306863	108306983	-1	snoRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	NA	rs146409271	4
ENSG00000231112	MTHFD2P3	6	108307015	108307235	-1	pseudogene	NA	MTHFD2P3	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	NA	rs146409271	4
ENSG00000238490	Y_RNA	6	108382022	108382134	1	misc_RNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.71913484518e-08	rs146409271	4
ENSG00000271608	RP11-697G4.4	6	108872221	108872410	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	1.71913484518e-08	rs146409271	4
ENSG00000228976	SUMO2P8	6	108939203	108939488	-1	pseudogene	NA	SUMO2P8	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	1.71913484518e-08	rs146409271	4
ENSG00000231559	RP3-354J5.3	6	109138883	109139129	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	NA	rs146409271	4
ENSG00000118690	ARMC2	6	109169619	109295186	1	protein_coding	84071	ARMC2	2.20161046716889e-08	0.466251052	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	NA	rs146409271	4
ENSG00000218872	RP11-249L21.2	6	109177603	109177940	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	NA	rs146409271	4
ENSG00000228834	RP11-249L21.4	6	109228818	109229076	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	NA	rs146409271	4
ENSG00000230290	ARMC2-AS1	6	109244179	109245306	-1	antisense	NA	ARMC2-AS1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	1.71913484518e-08	rs146409271	4
ENSG00000080546	SESN1	6	109307640	109416022	-1	protein_coding	27244	SESN1	0.000638247819798128	-1.111850373	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	1.71913484518e-08	rs146409271	4
ENSG00000271730	RP11-787I22.3	6	109319685	109320328	1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	1.71913484518e-08	rs146409271	4
ENSG00000183137	CEP57L1	6	109416313	109485135	1	protein_coding	285753	CEP57L1	4.26476293249987e-09	-0.85877532	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	1.71913484518e-08	rs146409271	4
ENSG00000185250	PPIL6	6	109711418	109762374	-1	protein_coding	285755	PPIL6	6.30258336517342e-08	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	1.71913484518e-08	rs146409271	4
ENSG00000135587	SMPD2	6	109761966	109765122	1	protein_coding	6610	SMPD2	8.11572389971647e-11	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	1.71913484518e-08	rs146409271	4
ENSG00000135596	MICAL1	6	109765265	109787171	-1	protein_coding	64780	MICAL1	2.54826851751808e-12	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	1.71913484518e-08	rs146409271	4
ENSG00000240291	RP11-499P20.2	10	18802044	18834580	-1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	9.985408e-07	rs76366952:rs55829750	5
ENSG00000225527	RP11-383B4.4	10	18820778	18822265	-1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	9.985408e-07	rs76366952:rs55829750	5
ENSG00000241058	NSUN6	10	18834490	18940551	-1	protein_coding	221078	NSUN6	1.72775122895768e-14	-0.298655594	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	9.985408e-07	rs55829750:rs76366952	5
ENSG00000271786	RP11-139J15.7	10	18931405	18944123	-1	protein_coding	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	9.985408e-07	rs55829750:rs76366952	5
ENSG00000152487	ARL5B-AS1	10	18940195	18948214	-1	lincRNA	NA	ARL5B-AS1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	9.985408e-07	rs55829750:rs76366952	5
ENSG00000165997	ARL5B	10	18948334	18970568	1	protein_coding	221079	ARL5B	0.463976138130045	0.319437506	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	9.985408e-07	rs55829750:rs76366952	5
ENSG00000225509	AIFM1P1	10	19024674	19027560	1	pseudogene	NA	AIFM1P1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	9.985408e-07	rs55829750:rs76366952	5
ENSG00000234244	RP11-139J15.5	10	19035362	19036782	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	9.985408e-07	rs55829750:rs76366952	5
ENSG00000234813	RP11-288D15.1	10	19229430	19229882	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesendoderm	9.985408e-07	rs76366952:rs55829750	5
ENSG00000204740	MALRD1	10	19492779	20079330	1	protein_coding	NA	MALRD1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm:hESC	9.985408e-07	rs76366952:rs55829750	5
ENSG00000227734	RP11-49L2.1	10	19579152	19580409	-1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell	9.985408e-07	rs55829750	5
ENSG00000239539	HMGN1P20	10	19778030	19778329	1	pseudogene	NA	HMGN1P20	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm:hESC	9.985408e-07	rs55829750:rs76366952	5
ENSG00000236960	RP11-265G8.3	10	19780001	19780228	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm:hESC	9.985408e-07	rs55829750:rs76366952	5
ENSG00000200545	U3	10	19887176	19887391	1	snoRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	9.985408e-07	rs76366952:rs55829750	5
