GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000171608	1	9711790	9789172	27	6	54702	-1.4069	0.92027	PIK3CD
ENSG00000179840	1	9712668	9714644	4	2	54832	-0.2571	0.60145	C1orf200
ENSG00000171603	1	9789084	9884584	31	2	55195	-1.2905	0.90156	CLSTN1
ENSG00000178585	1	9908334	9970394	1	1	55253	-0.36423	0.64216	CTNNBIP1
ENSG00000162441	1	9982173	10003465	10	1	54786	-0.31316	0.62292	LZIC
ENSG00000173614	1	10003486	10045559	23	3	55061	0.2134	0.41551	NMNAT1
ENSG00000162444	1	10057264	10076078	2	1	54284	-1.6256	0.94799	RBP7
ENSG00000130939	1	10092890	10241297	51	7	54998	-0.27583	0.60866	UBE4B
ENSG00000054523	1	10270863	10441661	164	6	55173	-1.009	0.84352	KIF1B
ENSG00000142657	1	10458649	10480201	7	1	55161	-0.70327	0.75906	PGD
ENSG00000175279	1	10490159	10512210	22	3	54986	0.6038	0.27299	APITD1
ENSG00000251503	1	10490159	10512210	22	3	54986	0.6038	0.27299	APITD1-CORT
ENSG00000241563	1	10509776	10511959	1	1	55060	-0.53334	0.7031	CORT
ENSG00000160049	1	10516579	10532583	11	3	54934	-0.63915	0.73864	DFFA
ENSG00000142655	1	10532345	10690815	165	14	55134	-0.72311	0.76519	PEX14
ENSG00000130940	1	10696661	10856707	24	8	54646	-0.46992	0.68079	CASZ1
ENSG00000175262	1	11006528	11042094	29	6	54811	-0.10252	0.54083	C1orf127
ENSG00000120948	1	11072414	11085796	3	1	55091	-0.61821	0.73178	TARDBP
ENSG00000009724	1	11086580	11107290	14	2	54936	-0.40352	0.65672	MASP2
ENSG00000116649	1	11114641	11120081	6	1	54926	-0.82875	0.79638	SRM
ENSG00000171824	1	11126675	11159938	58	2	55233	0.74346	0.2286	EXOSC10
ENSG00000198793	1	11166592	11322564	220	7	55233	1.1038	0.13485	MTOR
ENSG00000171819	1	11249398	11256038	10	2	55248	1.3119	0.09478	ANGPTL7
ENSG00000120942	1	11333263	11356106	10	1	55203	-0.16526	0.56563	UBIAD1
ENSG00000204624	1	11539223	11597641	28	2	54895	1.8754	0.03037	PTCHD2
ENSG00000132879	1	11714432	11723384	1	1	55267	-0.46127	0.6777	FBXO44
ENSG00000116663	1	11724181	11734411	2	1	53994	-0.28875	0.61362	FBXO6
ENSG00000116670	1	11734537	11751707	2	1	54589	-0.1045	0.54161	MAD2L2
ENSG00000162490	1	11751786	11785914	4	2	55182	-0.15148	0.5602	DRAXIN
ENSG00000177674	1	11796141	11814859	2	1	55114	-1.0054	0.84265	AGTRAP
ENSG00000215910	1	11821844	11849642	25	2	55081	0.32232	0.3736	C1orf167
ENSG00000177000	1	11845780	11866977	31	3	55173	1.2184	0.11153	MTHFR
ENSG00000011021	1	11866207	11903201	79	2	55231	1.303	0.096289	CLCN6
ENSG00000116685	1	11979648	11986485	1	1	55110	1.0783	0.14045	KIAA2013
ENSG00000116688	1	12040238	12073571	42	4	54605	-0.21264	0.5842	MFN2
ENSG00000120949	1	12123434	12204264	17	6	54669	0.13431	0.44658	TNFRSF8
ENSG00000028137	1	12227060	12269285	11	1	54434	-0.7179	0.76359	TNFRSF1B
ENSG00000048707	1	12290124	12572099	47	3	55061	1.7447	0.040515	VPS13D
ENSG00000162496	1	12627939	12677737	3	1	54758	1.3285	0.092003	DHRS3
ENSG00000162494	1	13801445	13840543	27	9	54817	1.2787	0.1005	LRRC38
ENSG00000162493	1	13909960	13944452	45	12	54990	0.68013	0.24821	PDPN
ENSG00000116731	1	14026693	14151574	83	13	54985	-0.95853	0.8311	PRDM2
ENSG00000189337	1	14925200	15444539	300	62	54865	1.0897	0.13793	KAZN
ENSG00000171729	1	15479028	15546976	107	12	54996	-0.25511	0.60068	TMEM51
ENSG00000204464	1	15490840	15497813	8	1	54842	0.069868	0.47215	C1orf195
ENSG00000142621	1	15573768	15726779	174	18	55109	0.41435	0.33931	FHAD1
ENSG00000142634	1	15736391	15756839	3	1	54393	-0.67437	0.74996	EFHD2
ENSG00000142615	1	15783223	15798586	11	2	54896	-0.16912	0.56715	CELA2A
ENSG00000215704	1	15792404	15817895	9	2	54992	0.18096	0.4282	CELA2B
ENSG00000132906	1	15817327	15853029	59	3	55136	-0.10862	0.54325	CASP9
ENSG00000116138	1	15853308	15918874	83	5	55058	0.44148	0.32943	DNAJC16
ENSG00000116771	1	15898848	15911605	26	3	54915	0.39876	0.34503	AGMAT
ENSG00000116786	1	16010827	16061264	10	1	55174	0.93856	0.17398	PLEKHM2
ENSG00000162458	1	16083102	16113089	17	2	54936	-1.8546	0.96817	FBLIM1
ENSG00000065526	1	16174359	16266955	8	1	55247	-0.84016	0.79959	SPEN
ENSG00000116809	1	16268364	16302627	9	1	55074	-1.5797	0.94292	ZBTB17
ENSG00000183888	1	16330731	16335302	7	2	55210	-1.1389	0.87263	C1orf64
ENSG00000173641	1	16340523	16346089	28	2	55189	-0.59984	0.72569	HSPB7
ENSG00000186510	1	16345370	16360545	1	1	55203	-0.3676	0.64342	CLCNKA
ENSG00000185519	1	16384264	16400127	1	1	55145	0.40783	0.3417	FAM131C
ENSG00000142627	1	16450832	16482582	5	2	55073	0.99244	0.16049	EPHA2
ENSG00000142632	1	16524349	16539104	22	1	55119	-0.64437	0.74033	ARHGEF19
ENSG00000132881	1	16558195	16563657	5	2	55012	1.2213	0.11098	RSG1
ENSG00000037637	1	16573334	16678949	86	3	55204	2.1403	0.016163	FBXO42
ENSG00000055070	1	16679070	16724640	26	2	55101	2.1665	0.015136	SZRD1
ENSG00000187144	1	16713612	16763919	14	2	54657	1.8285	0.033738	SPATA21
ENSG00000157191	1	16767167	16786573	11	2	54806	-0.17575	0.56976	NECAP2
ENSG00000058453	1	17066768	17299474	4	1	54895	0.33208	0.36991	CROCC
ENSG00000117122	1	17300997	17307330	2	1	54698	-0.21318	0.58441	MFAP2
ENSG00000159363	1	17312453	17338423	7	2	55031	-0.0059535	0.50238	ATP13A2
ENSG00000117118	1	17345217	17380665	37	3	55101	-0.17472	0.56935	SDHB
ENSG00000117115	1	17393256	17445948	69	2	55010	-0.78016	0.78235	PADI2
ENSG00000142623	1	17531621	17572500	10	2	55028	-1.6194	0.94732	PADI1
ENSG00000142619	1	17575593	17610728	31	3	54958	0.18109	0.42815	PADI3
ENSG00000159339	1	17634690	17690499	6	1	54734	-0.74074	0.77057	PADI4
ENSG00000269468	1	17655507	17676070	4	1	55111	-0.60409	0.72711	AC004824.2
ENSG00000179051	1	17733256	17766220	15	1	55002	0.026967	0.48924	RCC2
ENSG00000074964	1	17866330	18024369	118	8	55044	0.58502	0.27927	ARHGEF10L
ENSG00000117148	1	18081808	18153558	111	15	54846	-0.89914	0.81571	ACTL8
ENSG00000117154	1	18434240	18704977	228	45	54951	0.31771	0.37535	IGSF21
ENSG00000179023	1	18807424	18812478	6	2	55044	0.19597	0.42232	KLHDC7A
ENSG00000009709	1	18957500	19075360	80	11	54847	1.363	0.086435	PAX7
ENSG00000179002	1	19166093	19186176	38	5	55049	0.98223	0.16299	TAS1R2
ENSG00000255275	1	19175767	19247615	57	6	54964	-0.17122	0.56797	RP13-279N23.2
ENSG00000159423	1	19197926	19229275	18	3	55015	-0.63158	0.73617	ALDH4A1
ENSG00000169991	1	19230775	19283180	29	2	54916	-0.11887	0.54731	IFFO2
ENSG00000127481	1	19401000	19536770	106	8	55088	0.29146	0.38535	UBR4
ENSG00000127463	1	19542158	19578046	34	3	54988	-0.24772	0.59782	EMC1
ENSG00000053372	1	19578033	19586622	21	2	55215	-0.37851	0.64748	MRTO4
ENSG00000162482	1	19609052	19615744	2	1	54812	-0.45257	0.67457	AKR7A3
ENSG00000053371	1	19630459	19638640	5	2	54833	0.57968	0.28107	AKR7A2
ENSG00000040487	1	19638820	19655794	42	4	54530	-1.2798	0.89969	PQLC2
ENSG00000077549	1	19665267	19812066	271	16	55017	-0.35099	0.6372	CAPZB
ENSG00000270136	1	19923473	19984549	40	7	54868	0.4614	0.32226	MINOS1-NBL1
ENSG00000173436	1	19923477	19956314	19	4	55084	0.14324	0.44305	MINOS1
ENSG00000158747	1	19967048	19984945	9	3	54490	1.2017	0.11473	NBL1
ENSG00000158748	1	19991780	20006055	8	2	54889	0.066661	0.47343	HTR6
ENSG00000162542	1	20008706	20126438	54	10	54726	-1.6737	0.95291	TMCO4
ENSG00000169914	1	20209006	20239438	20	4	54991	0.21283	0.41573	OTUD3
ENSG00000188784	1	20246502	20250110	7	2	55013	1.1143	0.13258	PLA2G2E
ENSG00000188257	1	20301925	20306932	3	1	54945	1.2496	0.10573	PLA2G2A
ENSG00000127472	1	20354672	20417683	104	10	55142	-0.19591	0.57766	PLA2G5
ENSG00000117215	1	20438432	20446050	1	1	55267	-0.87565	0.80939	PLA2G2D
ENSG00000187980	1	20487746	20503917	13	3	54746	-0.6851	0.75336	PLA2G2C
ENSG00000158816	1	20617412	20681387	69	5	54736	0.1047	0.45831	VWA5B1
ENSG00000162545	1	20808884	20812713	1	1	54732	-1.5866	0.9437	CAMK2N1
ENSG00000090432	1	20825943	20834654	11	3	55133	-0.39287	0.65279	MUL1
ENSG00000183114	1	20878932	20881512	1	1	55107	0.34793	0.36394	FAM43B
ENSG00000158825	1	20915441	20945401	49	9	54818	1.2323	0.10891	CDA
ENSG00000158828	1	20959948	20978004	36	5	55169	1.127	0.12987	PINK1
ENSG00000244038	1	20978270	20988000	14	3	55192	1.5947	0.055389	DDOST
ENSG00000117245	1	20990507	21044510	22	7	54930	-1.2748	0.89881	KIF17
ENSG00000189410	1	21046225	21059330	13	3	54742	-2.4834	0.99349	SH2D5
ENSG00000127483	1	21069154	21113816	29	2	54925	-1.3408	0.91	HP1BP3
ENSG00000075151	1	21132963	21503377	263	8	55175	-1.7855	0.96291	EIF4G3
ENSG00000117298	1	21543740	21671997	39	4	55061	-1.048	0.85269	ECE1
ENSG00000142794	1	21766621	21811498	67	5	55072	0.35765	0.3603	NBPF3
ENSG00000162551	1	21835858	21904905	97	7	54935	0.54488	0.29292	ALPL
ENSG00000076864	1	21922708	21995801	21	4	55111	1.4946	0.067516	RAP1GAP
ENSG00000090686	1	22004791	22110099	42	4	54980	-0.14791	0.55879	USP48
ENSG00000187942	1	22138758	22151714	4	1	54286	0.78891	0.21508	LDLRAD2
ENSG00000142798	1	22148738	22263790	46	7	54775	1.0635	0.14377	HSPG2
ENSG00000219073	1	22303514	22325135	18	2	54811	0.26856	0.39414	CELA3B
ENSG00000070831	1	22379120	22419437	6	2	55076	-0.78154	0.78276	CDC42
ENSG00000162552	1	22443798	22470462	32	3	55027	0.10388	0.45863	WNT4
ENSG00000184677	1	22778344	22857650	49	4	55126	0.64273	0.2602	ZBTB40
ENSG00000070886	1	22890057	22930087	5	2	54820	0.5263	0.29934	EPHA8
ENSG00000173372	1	22962999	22966101	3	1	53962	-1.2432	0.8931	C1QA
ENSG00000159189	1	22970123	22974603	11	2	54571	-0.99656	0.84051	C1QC
ENSG00000173369	1	22979255	22988031	8	2	54865	-0.92033	0.8213	C1QB
ENSG00000133216	1	23037332	23241818	112	21	55014	-0.14176	0.55637	EPHB2
ENSG00000215906	1	23279536	23291831	14	3	54151	0.69634	0.24311	LACTBL1
ENSG00000227868	1	23337327	23342343	4	2	54910	0.70026	0.24188	C1orf234
ENSG00000004487	1	23345941	23410182	43	4	55068	0.45491	0.32459	KDM1A
ENSG00000169641	1	23410516	23504301	54	4	55142	1.1263	0.13002	LUZP1
ENSG00000179546	1	23516993	23521222	1	1	55178	-1.2741	0.89868	HTR1D
ENSG00000125944	1	23630264	23670829	12	3	54991	-0.42139	0.66326	HNRNPR
ENSG00000125945	1	23685941	23695935	17	3	54934	-0.59486	0.72403	ZNF436
ENSG00000249087	1	23695490	23698332	2	1	54982	0.071004	0.4717	C1orf213
ENSG00000204219	1	23707554	23751233	61	7	54839	-0.0065682	0.50262	TCEA3
ENSG00000088280	1	23755056	23811061	46	5	55192	-0.56382	0.71356	ASAP3
ENSG00000007968	1	23832922	23857712	11	2	55124	-1.7478	0.95975	E2F2
ENSG00000197880	1	23907985	23967058	9	2	53906	-0.23583	0.59322	MDS2
ENSG00000011007	1	24069645	24088549	3	1	54893	0.44321	0.32881	TCEB3
ENSG00000057757	1	24104895	24114722	3	1	55077	0.64125	0.26068	PITHD1
ENSG00000011009	1	24117460	24122029	1	1	54930	-0.69039	0.75503	LYPLA2
ENSG00000117305	1	24128375	24165110	24	2	54974	0.63055	0.26417	HMGCL
ENSG00000179163	1	24171567	24194784	13	2	54465	0.042272	0.48314	FUCA1
ENSG00000188822	1	24197016	24285549	78	4	55109	-0.18586	0.57372	CNR2
ENSG00000189266	1	24285599	24289952	2	1	53358	0.32514	0.37254	PNRC2
ENSG00000188529	1	24291294	24307417	3	2	55081	0.27679	0.39097	SRSF10
ENSG00000142661	1	24382525	24438665	56	5	54935	1.2401	0.10747	MYOM3
ENSG00000142677	1	24446261	24469611	3	1	55044	-0.45405	0.6751	IL22RA1
ENSG00000185436	1	24480647	24514449	14	3	54843	-1.6225	0.94765	IFNLR1
ENSG00000158055	1	24645812	24690972	11	3	54981	-1.6253	0.94795	GRHL3
ENSG00000001460	1	24683489	24743424	48	4	55034	-1.3094	0.90479	STPG1
ENSG00000001461	1	24742284	24799466	73	5	54983	-1.0113	0.84406	NIPAL3
ENSG00000117602	1	24829387	24867530	24	2	54366	-0.73241	0.76804	RCAN3
ENSG00000184454	1	24882602	24935819	74	9	54797	0.28957	0.38607	NCMAP
ENSG00000133226	1	24958207	24999758	7	2	55034	0.36614	0.35713	SRRM1
ENSG00000169504	1	25071848	25170815	27	2	55179	-0.30222	0.61876	CLIC4
ENSG00000020633	1	25226002	25291612	14	3	54547	0.48623	0.3134	RUNX3
ENSG00000204178	1	25757388	25826700	32	1	55052	0.43302	0.3325	TMEM57
ENSG00000157978	1	25870071	25895377	8	1	54941	-0.98535	0.83777	LDLRAP1
ENSG00000117643	1	25943959	26112698	109	5	54882	0.22705	0.41019	MAN1C1
ENSG00000117632	1	26210672	26233482	13	1	55043	1.475	0.070108	STMN1
ENSG00000158006	1	26286258	26324648	35	2	55089	0.89059	0.18658	PAFAH2
ENSG00000158008	1	26346375	26362955	20	4	55089	1.0184	0.15424	EXTL1
ENSG00000158014	1	26363743	26372624	10	2	55121	1.0853	0.13889	SLC30A2
ENSG00000158022	1	26377795	26394927	16	3	54640	1.1324	0.12873	TRIM63
ENSG00000175087	1	26437664	26452034	1	1	55267	-1.7326	0.95842	PDIK1L
ENSG00000197245	1	26485511	26489119	2	1	55126	-1.1292	0.8706	FAM110D
ENSG00000142684	1	26496362	26498551	3	1	54444	1.5992	0.054891	ZNF593
ENSG00000142675	1	26503894	26516377	9	1	55222	1.7991	0.036	CNKSR1
ENSG00000188782	1	26517052	26529459	5	1	55093	0.42631	0.33494	CATSPER4
ENSG00000130695	1	26560691	26605299	53	4	55189	-0.39679	0.65424	CEP85
ENSG00000158062	1	26607819	26644854	59	3	54986	-0.042798	0.51707	UBXN11
ENSG00000176092	1	26648350	26680621	30	4	54734	-0.86622	0.80681	AIM1L
ENSG00000176083	1	26688125	26701013	16	2	54900	-0.34927	0.63656	ZNF683
ENSG00000131914	1	26737269	26756213	9	3	54659	-0.43893	0.66964	LIN28A
ENSG00000117682	1	26758773	26797785	24	4	55183	-0.64875	0.74175	DHDDS
ENSG00000198830	1	26798941	26802463	1	1	55147	-1.4014	0.91945	HMGN2
ENSG00000117676	1	26856252	26901521	46	3	54935	-0.55645	0.71105	RPS6KA1
ENSG00000117713	1	27022524	27108595	2	1	55204	0.57888	0.28133	ARID1A
ENSG00000090020	1	27425306	27493472	19	1	55166	-0.60281	0.72668	SLC9A1
ENSG00000142784	1	27561007	27635110	21	1	55221	1.139	0.12735	WDTC1
ENSG00000186501	1	27648651	27662891	1	1	55024	-0.29016	0.61415	TMEM222
ENSG00000142765	1	27668513	27680421	4	2	55082	0.46551	0.32078	SYTL1
ENSG00000142733	1	27681675	27693383	1	1	55246	0.41381	0.33951	MAP3K6
ENSG00000174950	1	27705666	27709870	1	1	54462	1.3677	0.085696	CD164L2
ENSG00000158195	1	27730730	27816669	43	1	55081	1.3843	0.083138	WASF2
ENSG00000126709	1	27992572	27998729	3	1	54680	0.96596	0.16703	IFI6
ENSG00000009780	1	28052490	28089633	36	1	55227	0.55905	0.28807	FAM76A
ENSG00000117758	1	28099694	28150963	24	1	55010	0.23195	0.40829	STX12
ENSG00000117751	1	28157289	28178187	10	1	54999	0.22479	0.41107	PPP1R8
ENSG00000130775	1	28199055	28213196	6	1	54903	-0.88195	0.8111	THEMIS2
ENSG00000117748	1	28218035	28241257	26	2	54998	0.26701	0.39473	RPA2
ENSG00000130768	1	28261504	28285668	41	6	54705	1.1394	0.12726	SMPDL3B
ENSG00000158161	1	28296855	28415207	69	4	55003	0.86557	0.19336	EYA3
ENSG00000169403	1	28473677	28520447	11	2	55088	-0.042068	0.51678	PTAFR
ENSG00000126698	1	28525967	28559536	30	1	55193	0.32483	0.37265	DNAJC8
ENSG00000130770	1	28562620	28573417	18	1	55238	0.24566	0.40297	ATPIF1
ENSG00000130766	1	28586038	28609002	9	1	55063	0.10566	0.45793	SESN2
ENSG00000130772	1	28655513	28662476	1	1	55267	0.63968	0.26119	MED18
ENSG00000204138	1	28696114	28826881	139	2	55220	1.0955	0.13665	PHACTR4
ENSG00000180198	1	28832455	28865812	18	1	54666	0.79438	0.21349	RCC1
ENSG00000180098	1	28879597	28905051	17	1	54610	0.91472	0.18017	TRNAU1AP
ENSG00000120656	1	28915835	28969597	13	1	55179	0.59688	0.27529	TAF12
ENSG00000162419	1	28995244	29045865	22	1	54977	2.1699	0.015009	GMEB1
ENSG00000198492	1	29063133	29096287	23	1	55222	2.0656	0.019433	YTHDF2
ENSG00000116329	1	29138654	29190208	43	3	54993	0.063486	0.47469	OPRD1
ENSG00000159023	1	29213603	29446553	141	9	55146	1.1696	0.12109	EPB41
ENSG00000253304	1	29445940	29450447	2	1	55097	0.65605	0.2559	TMEM200B
ENSG00000116350	1	29474255	29508499	20	4	55179	1.104	0.1348	SRSF4
ENSG00000116353	1	29519385	29557454	37	4	55183	0.45865	0.32324	MECR
ENSG00000060656	1	29563028	29653325	53	6	54970	0.4477	0.32719	PTPRU
ENSG00000162510	1	31184124	31196434	27	4	55121	-0.24148	0.59541	MATN1
ENSG00000162511	1	31205316	31230667	7	4	54759	-0.75985	0.77633	LAPTM5
ENSG00000162512	1	31342314	31381608	5	3	54513	-1.7199	0.95727	SDC3
ENSG00000134644	1	31404353	31538838	87	5	55147	-0.20703	0.58201	PUM1
ENSG00000084628	1	31652592	31712401	185	13	55020	-0.36664	0.64306	NKAIN1
ENSG00000060688	1	31732417	31769662	70	7	55198	-0.45573	0.67571	SNRNP40
ENSG00000121766	1	31769842	31837783	111	8	55222	-0.53897	0.70505	ZCCHC17
ENSG00000121769	1	31838472	31849697	11	3	54959	0.014939	0.49404	FABP3
ENSG00000168528	1	31882412	31907525	57	4	54920	-0.50114	0.69186	SERINC2
ENSG00000142910	1	32042116	32053288	1	1	55267	-0.26221	0.60342	TINAGL1
ENSG00000121764	1	32083287	32098119	11	1	55052	0.32263	0.37349	HCRTR1
ENSG00000162517	1	32095463	32110497	9	1	54948	0.038613	0.4846	PEF1
ENSG00000084636	1	32117848	32169920	22	5	54978	0.22778	0.40991	COL16A1
ENSG00000121753	1	32192718	32230494	4	1	54522	-1.9483	0.97431	BAI2
ENSG00000134668	1	32256023	32281652	11	3	54503	-0.33704	0.63196	SPOCD1
ENSG00000184007	1	32372022	32410457	4	1	55095	-0.090528	0.53607	PTP4A2
ENSG00000121774	1	32479430	32526451	1	1	53883	-0.94135	0.82674	KHDRBS1
ENSG00000121775	1	32537632	32568467	11	1	55011	-1.1865	0.88229	TMEM39B
ENSG00000025800	1	32573639	32642169	26	1	55123	-1.0917	0.86252	KPNA6
ENSG00000084652	1	32645287	32663886	9	1	55108	-1.4041	0.91986	TXLNA
ENSG00000160051	1	32671236	32674288	1	1	54842	-1.1382	0.87248	IQCC
ENSG00000222046	1	32674695	32681797	3	1	55036	-1.2941	0.90219	DCDC2B
ENSG00000160055	1	32680073	32687972	4	1	54965	-0.31182	0.62241	TMEM234
ENSG00000084623	1	32687529	32697205	8	1	54920	-0.74536	0.77197	EIF3I
ENSG00000116478	1	32757687	32799236	2	1	54861	1.1862	0.11777	HDAC1
ENSG00000254553	1	32930658	33066393	99	2	55159	-0.61654	0.73123	RP1-27O5.3
ENSG00000273274	1	32930670	32962287	11	1	55100	-0.72501	0.76578	ZBTB8B
ENSG00000160062	1	33005028	33071540	63	3	55129	0.12641	0.4497	ZBTB8A
ENSG00000176261	1	33065773	33116504	73	3	55110	2.2808	0.011282	ZBTB8OS
ENSG00000162521	1	33116743	33151812	54	2	55239	1.9708	0.024371	RBBP4
ENSG00000162520	1	33145507	33169197	39	3	55128	2.0165	0.021874	SYNC
ENSG00000162522	1	33207486	33240571	8	2	55174	1.3103	0.095048	KIAA1522
ENSG00000134684	1	33240840	33283754	20	1	55102	1.171	0.1208	YARS
ENSG00000116497	1	33282368	33324476	20	1	54957	1.1671	0.12159	S100PBP
ENSG00000160097	1	33327869	33338083	6	1	54760	0.96306	0.16776	FNDC5
ENSG00000116514	1	33402046	33430286	22	2	55013	0.26299	0.39628	RNF19B
ENSG00000004455	1	33473585	33546597	33	4	54961	-0.76574	0.77809	AK2
ENSG00000142920	1	33546705	33586131	50	3	55086	-0.74395	0.77155	ADC
ENSG00000116525	1	33611003	33647660	46	4	55078	-0.64038	0.73904	TRIM62
ENSG00000160094	1	33722146	33766320	15	3	54452	-0.34475	0.63486	ZNF362
ENSG00000184389	1	33772367	33786699	24	5	55143	-0.13077	0.55202	A3GALT2
ENSG00000134686	1	33789224	33896653	132	11	55166	-0.77548	0.78097	PHC2
ENSG00000121903	1	33938246	33962107	23	4	54905	1.119	0.13158	ZSCAN20
ENSG00000121904	1	33979609	34631443	543	63	54951	2.4442	0.0072578	CSMD2
ENSG00000142698	1	34632484	34684732	73	7	55092	-0.3364	0.63171	C1orf94
