GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000130764	1	3696784	3713068	21	1	26745	-0.41302	0.6602	LRRC47
ENSG00000116198	1	3728645	3773778	99	6	26805	-0.55587	0.71085	CEP104
ENSG00000169598	1	3773845	3801993	23	2	26760	-0.16951	0.5673	DFFB
ENSG00000198912	1	3805689	3816857	8	2	26671	1.0932	0.13716	C1orf174
ENSG00000196581	1	4714792	4852594	169	24	26637	-1.1681	0.87861	AJAP1
ENSG00000131697	1	5922871	6052533	135	5	26795	0.77863	0.2181	NPHP4
ENSG00000069424	1	6051526	6161253	25	4	26705	0.68843	0.24559	KCNAB2
ENSG00000116254	1	6161853	6240183	11	4	26585	-1.8093	0.9648	CHD5
ENSG00000116251	1	6241329	6269449	7	2	26265	0.54192	0.29394	RPL22
ENSG00000158286	1	6265535	6281359	1	1	26662	0.35873	0.3599	RNF207
ENSG00000116237	1	6281253	6296032	1	1	26830	0.98415	0.16252	ICMT
ENSG00000097021	1	6324329	6454451	38	2	26634	-0.06058	0.52415	ACOT7
ENSG00000069812	1	6472478	6484730	1	1	26795	0.22024	0.41284	HES2
ENSG00000171680	1	6526152	6580121	7	1	26527	-0.29385	0.61556	PLEKHG5
ENSG00000162408	1	6581407	6614595	2	1	26615	-0.40707	0.65802	NOL9
ENSG00000173662	1	6615241	6639817	7	2	26465	0.67019	0.25137	TAS1R1
ENSG00000162413	1	6650784	6674667	17	2	26558	-0.68031	0.75185	KLHL21
ENSG00000116273	1	6673745	6684093	11	2	26651	-0.56967	0.71555	PHF13
ENSG00000041988	1	6684926	6695646	15	2	26622	-0.96262	0.83213	THAP3
ENSG00000007923	1	6694228	6761984	34	2	26664	-0.42457	0.66442	DNAJC11
ENSG00000171735	1	6845384	7829766	566	66	26649	-1.0177	0.84559	CAMTA1
ENSG00000049245	1	7831329	7841492	1	1	26830	-1.2253	0.88977	VAMP3
ENSG00000049246	1	7844380	7905237	48	5	26720	-0.87593	0.80947	PER3
ENSG00000049247	1	7903143	7913572	4	2	26400	-1.1141	0.86738	UTS2
ENSG00000049249	1	7979907	8000926	20	2	26390	1.8702	0.03073	TNFRSF9
ENSG00000116288	1	8014351	8045565	18	3	26745	2.4198	0.0077635	PARK7
ENSG00000116285	1	8064464	8086368	20	2	26742	2.5913	0.0047811	ERRFI1
ENSG00000162426	1	8377886	8404227	18	2	26508	0.49736	0.30947	SLC45A1
ENSG00000142599	1	8412457	8877702	195	8	26785	-0.32497	0.6274	RERE
ENSG00000074800	1	8921061	8939308	13	2	26689	1.6199	0.052626	ENO1
ENSG00000131686	1	9005926	9035151	7	3	26502	1.4061	0.079847	CA6
ENSG00000197241	1	9063359	9086404	12	5	26654	0.50792	0.30575	SLC2A7
ENSG00000142583	1	9095166	9148537	33	6	26619	0.97106	0.16576	SLC2A5
ENSG00000180758	1	9160364	9189229	10	2	26474	-0.00086084	0.50034	GPR157
ENSG00000049239	1	9294834	9331396	22	3	26724	0.46932	0.31942	H6PD
ENSG00000171621	1	9352939	9429591	5	2	26721	1.0835	0.13929	SPSB1
ENSG00000171612	1	9599541	9645237	19	2	26754	-1.4444	0.92568	SLC25A33
ENSG00000171608	1	9711790	9789172	27	6	26556	-1.0735	0.85849	PIK3CD
ENSG00000179840	1	9712668	9714644	4	2	26615	-1.1756	0.88012	C1orf200
ENSG00000171603	1	9789084	9884584	31	2	26795	-0.66726	0.7477	CLSTN1
ENSG00000178585	1	9908334	9970394	1	1	26824	-2.0151	0.97805	CTNNBIP1
ENSG00000162441	1	9982173	10003465	10	1	26602	-1.0041	0.84233	LZIC
ENSG00000173614	1	10003486	10045559	23	3	26740	-1.0526	0.85373	NMNAT1
ENSG00000162444	1	10057264	10076078	2	1	26344	-2.2519	0.98784	RBP7
ENSG00000130939	1	10092890	10241297	51	7	26697	0.11826	0.45293	UBE4B
ENSG00000054523	1	10270863	10441661	164	6	26785	0.72646	0.23378	KIF1B
ENSG00000142657	1	10458649	10480201	7	1	26780	0.93311	0.17538	PGD
ENSG00000175279	1	10490159	10512210	22	3	26688	0.40851	0.34145	APITD1
ENSG00000251503	1	10490159	10512210	22	3	26688	0.40851	0.34145	APITD1-CORT
ENSG00000241563	1	10509776	10511959	1	1	26730	-0.038518	0.51536	CORT
ENSG00000160049	1	10516579	10532583	11	3	26666	-0.9285	0.82343	DFFA
ENSG00000142655	1	10532345	10690815	165	14	26766	0.59656	0.2754	PEX14
ENSG00000130940	1	10696661	10856707	24	8	26522	1.0152	0.15501	CASZ1
ENSG00000175262	1	11006528	11042094	29	6	26608	0.0082656	0.4967	C1orf127
ENSG00000120948	1	11072414	11085796	3	1	26747	1.1212	0.1311	TARDBP
ENSG00000009724	1	11086580	11107290	14	2	26667	0.81832	0.20659	MASP2
ENSG00000116649	1	11114641	11120081	6	1	26690	1.0324	0.15094	SRM
ENSG00000171824	1	11126675	11159938	58	2	26816	0.79795	0.21245	EXOSC10
ENSG00000198793	1	11166592	11322564	220	7	26814	0.69797	0.2426	MTOR
ENSG00000171819	1	11249398	11256038	10	2	26821	0.53523	0.29625	ANGPTL7
ENSG00000120942	1	11333263	11356106	10	1	26798	0.723	0.23484	UBIAD1
ENSG00000204624	1	11539223	11597641	28	2	26645	0.29133	0.3854	PTCHD2
ENSG00000132879	1	11714432	11723384	1	1	26830	3.0313	0.0012176	FBXO44
ENSG00000116663	1	11724181	11734411	2	1	26187	0.76546	0.222	FBXO6
ENSG00000116670	1	11734537	11751707	2	1	26475	-0.63472	0.73719	MAD2L2
ENSG00000162490	1	11751786	11785914	4	2	26790	-1.8528	0.96804	DRAXIN
ENSG00000177674	1	11796141	11814859	2	1	26754	-0.95405	0.82997	AGTRAP
ENSG00000215910	1	11821844	11849642	25	2	26744	-0.7087	0.76074	C1orf167
ENSG00000177000	1	11845780	11866977	31	3	26784	1.0422	0.14866	MTHFR
ENSG00000011021	1	11866207	11903201	79	2	26810	1.2739	0.10134	CLCN6
ENSG00000116685	1	11979648	11986485	1	1	26764	2.1999	0.013907	KIAA2013
ENSG00000116688	1	12040238	12073571	42	4	26511	-0.030095	0.512	MFN2
ENSG00000120949	1	12123434	12204264	17	6	26537	-0.34931	0.63657	TNFRSF8
ENSG00000028137	1	12227060	12269285	11	1	26391	1.1511	0.12485	TNFRSF1B
ENSG00000048707	1	12290124	12572099	47	3	26734	-0.066284	0.52642	VPS13D
ENSG00000162496	1	12627939	12677737	3	1	26580	0.082791	0.46701	DHRS3
ENSG00000162494	1	13801445	13840543	27	9	26611	1.2878	0.098913	LRRC38
ENSG00000162493	1	13909960	13944452	45	12	26689	-0.61102	0.72941	PDPN
ENSG00000116731	1	14026693	14151574	83	13	26693	0.20114	0.42029	PRDM2
ENSG00000189337	1	14925200	15444539	300	62	26631	2.0734	0.019069	KAZN
ENSG00000171729	1	15479028	15546976	107	12	26693	1.9248	0.027127	TMEM51
ENSG00000204464	1	15490840	15497813	8	1	26620	1.5031	0.066409	C1orf195
ENSG00000142621	1	15573768	15726779	174	18	26752	0.37303	0.35456	FHAD1
ENSG00000142634	1	15736391	15756839	3	1	26406	-0.22327	0.58834	EFHD2
ENSG00000142615	1	15783223	15798586	11	2	26644	-0.37116	0.64474	CELA2A
ENSG00000215704	1	15792404	15817895	9	2	26689	-0.43728	0.66905	CELA2B
ENSG00000132906	1	15817327	15853029	59	3	26764	-1.3309	0.90838	CASP9
ENSG00000116138	1	15853308	15918874	83	5	26721	-2.227	0.98703	DNAJC16
ENSG00000116771	1	15898848	15911605	26	3	26650	-2.5522	0.99465	AGMAT
ENSG00000116786	1	16010827	16061264	10	1	26782	-0.73393	0.7685	PLEKHM2
ENSG00000162458	1	16083102	16113089	17	2	26659	-0.14047	0.55586	FBLIM1
ENSG00000065526	1	16174359	16266955	8	1	26821	-0.70268	0.75887	SPEN
ENSG00000116809	1	16268364	16302627	9	1	26736	-0.57464	0.71723	ZBTB17
ENSG00000183888	1	16330731	16335302	7	2	26801	-0.96219	0.83202	C1orf64
ENSG00000173641	1	16340523	16346089	28	2	26792	-0.50728	0.69402	HSPB7
ENSG00000186510	1	16345370	16360545	1	1	26810	-2.074	0.98096	CLCNKA
ENSG00000185519	1	16384264	16400127	1	1	26771	0.837	0.20129	FAM131C
ENSG00000142627	1	16450832	16482582	5	2	26733	-0.63888	0.73855	EPHA2
ENSG00000142632	1	16524349	16539104	22	1	26751	0.19653	0.4221	ARHGEF19
ENSG00000132881	1	16558195	16563657	5	2	26707	0.9069	0.18223	RSG1
ENSG00000037637	1	16573334	16678949	86	3	26794	1.7476	0.040265	FBXO42
ENSG00000055070	1	16679070	16724640	26	2	26749	1.6132	0.053346	SZRD1
ENSG00000187144	1	16713612	16763919	14	2	26526	1.3248	0.092618	SPATA21
ENSG00000157191	1	16767167	16786573	11	2	26591	0.2	0.42074	NECAP2
ENSG00000058453	1	17066768	17299474	4	1	26646	-0.59976	0.72567	CROCC
ENSG00000117122	1	17300997	17307330	2	1	26560	-0.196	0.57769	MFAP2
ENSG00000159363	1	17312453	17338423	7	2	26711	-0.012275	0.5049	ATP13A2
ENSG00000117118	1	17345217	17380665	37	3	26742	1.3758	0.084442	SDHB
ENSG00000117115	1	17393256	17445948	69	2	26703	-2.6008	0.99535	PADI2
ENSG00000142623	1	17531621	17572500	10	2	26710	0.062118	0.47523	PADI1
ENSG00000142619	1	17575593	17610728	31	3	26676	0.99105	0.16083	PADI3
ENSG00000159339	1	17634690	17690499	6	1	26562	0.37171	0.35505	PADI4
ENSG00000269468	1	17655507	17676070	4	1	26753	0.24594	0.40287	AC004824.2
ENSG00000179051	1	17733256	17766220	15	1	26691	-0.25046	0.59888	RCC2
ENSG00000074964	1	17866330	18024369	118	8	26719	1.3979	0.08107	ARHGEF10L
ENSG00000117148	1	18081808	18153558	111	15	26619	0.92718	0.17692	ACTL8
ENSG00000117154	1	18434240	18704977	228	45	26675	0.31004	0.37826	IGSF21
ENSG00000179023	1	18807424	18812478	6	2	26722	-0.19034	0.57548	KLHDC7A
ENSG00000009709	1	18957500	19075360	80	11	26621	-3.0398	0.99882	PAX7
ENSG00000179002	1	19166093	19186176	38	5	26715	0.47344	0.31795	TAS1R2
ENSG00000255275	1	19175767	19247615	57	6	26683	-1.3707	0.91476	RP13-279N23.2
ENSG00000159423	1	19197926	19229275	18	3	26704	-0.85255	0.80305	ALDH4A1
ENSG00000169991	1	19230775	19283180	29	2	26661	-0.97188	0.83444	IFFO2
ENSG00000127481	1	19401000	19536770	106	8	26743	-0.96998	0.83397	UBR4
ENSG00000127463	1	19542158	19578046	34	3	26694	-1.1883	0.88263	EMC1
ENSG00000053372	1	19578033	19586622	21	2	26805	-1.4482	0.92622	MRTO4
ENSG00000162482	1	19609052	19615744	2	1	26605	-2.2045	0.98625	AKR7A3
ENSG00000053371	1	19630459	19638640	5	2	26620	-1.377	0.91575	AKR7A2
ENSG00000040487	1	19638820	19655794	42	4	26467	1.094	0.13697	PQLC2
ENSG00000077549	1	19665267	19812066	271	16	26704	0.86135	0.19452	CAPZB
ENSG00000270136	1	19923473	19984549	40	7	26634	-1.1805	0.8811	MINOS1-NBL1
ENSG00000173436	1	19923477	19956314	19	4	26740	-0.74036	0.77046	MINOS1
ENSG00000158747	1	19967048	19984945	9	3	26449	-2.1197	0.98298	NBL1
ENSG00000158748	1	19991780	20006055	8	2	26652	0.52203	0.30082	HTR6
ENSG00000162542	1	20008706	20126438	54	10	26569	0.23825	0.40584	TMCO4
ENSG00000169914	1	20209006	20239438	20	4	26697	-0.32193	0.62625	OTUD3
ENSG00000188784	1	20246502	20250110	7	2	26702	0.0018844	0.49925	PLA2G2E
ENSG00000188257	1	20301925	20306932	3	1	26671	1.3559	0.087558	PLA2G2A
ENSG00000127472	1	20354672	20417683	104	10	26771	0.64306	0.26009	PLA2G5
ENSG00000117215	1	20438432	20446050	1	1	26830	-0.98643	0.83804	PLA2G2D
ENSG00000187980	1	20487746	20503917	13	3	26574	0.64511	0.25943	PLA2G2C
ENSG00000158816	1	20617412	20681387	69	5	26572	0.56904	0.28466	VWA5B1
ENSG00000162545	1	20808884	20812713	1	1	26584	-0.34413	0.63463	CAMK2N1
ENSG00000090432	1	20825943	20834654	11	3	26765	-1.0528	0.85379	MUL1
ENSG00000183114	1	20878932	20881512	1	1	26762	-0.63928	0.73868	FAM43B
ENSG00000158825	1	20915441	20945401	49	9	26612	-0.50073	0.69172	CDA
ENSG00000158828	1	20959948	20978004	36	5	26779	-2.0663	0.9806	PINK1
ENSG00000244038	1	20978270	20988000	14	3	26793	0.083686	0.46665	DDOST
ENSG00000117245	1	20990507	21044510	22	7	26665	0.34779	0.364	KIF17
ENSG00000189410	1	21046225	21059330	13	3	26569	-0.97432	0.83505	SH2D5
ENSG00000127483	1	21069154	21113816	29	2	26662	-0.36932	0.64406	HP1BP3
ENSG00000075151	1	21132963	21503377	263	8	26784	-0.22261	0.58808	EIF4G3
ENSG00000117298	1	21543740	21671997	39	4	26729	0.077953	0.46893	ECE1
ENSG00000142794	1	21766621	21811498	67	5	26733	-1.5151	0.93513	NBPF3
ENSG00000162551	1	21835858	21904905	97	7	26661	0.54508	0.29285	ALPL
ENSG00000076864	1	21922708	21995801	21	4	26755	1.9985	0.022832	RAP1GAP
ENSG00000090686	1	22004791	22110099	42	4	26694	-0.10277	0.54093	USP48
ENSG00000187942	1	22138758	22151714	4	1	26358	-0.57985	0.71899	LDLRAD2
ENSG00000142798	1	22148738	22263790	46	7	26584	0.16366	0.435	HSPG2
ENSG00000219073	1	22303514	22325135	18	2	26608	-1.1991	0.88476	CELA3B
ENSG00000070831	1	22379120	22419437	6	2	26735	-0.07506	0.52992	CDC42
ENSG00000162552	1	22443798	22470462	32	3	26720	-0.17871	0.57092	WNT4
ENSG00000184677	1	22778344	22857650	49	4	26761	0.23117	0.40859	ZBTB40
ENSG00000070886	1	22890057	22930087	5	2	26615	0.24357	0.40378	EPHA8
ENSG00000173372	1	22962999	22966101	3	1	26191	-1.6788	0.9534	C1QA
ENSG00000159189	1	22970123	22974603	11	2	26488	-0.94526	0.82774	C1QC
ENSG00000173369	1	22979255	22988031	8	2	26635	-0.85351	0.80331	C1QB
ENSG00000133216	1	23037332	23241818	112	21	26705	-2.8823	0.99803	EPHB2
ENSG00000215906	1	23279536	23291831	14	3	26278	-0.62321	0.73343	LACTBL1
ENSG00000227868	1	23337327	23342343	4	2	26659	-0.69886	0.75768	C1orf234
ENSG00000004487	1	23345941	23410182	43	4	26725	-0.64869	0.74173	KDM1A
ENSG00000169641	1	23410516	23504301	54	4	26765	-1.4471	0.92606	LUZP1
ENSG00000179546	1	23516993	23521222	1	1	26786	-1.5191	0.93563	HTR1D
ENSG00000125944	1	23630264	23670829	12	3	26693	-1.2517	0.89466	HNRNPR
ENSG00000125945	1	23685941	23695935	17	3	26671	0.29838	0.38271	ZNF436
ENSG00000249087	1	23695490	23698332	2	1	26697	0.78373	0.2166	C1orf213
ENSG00000204219	1	23707554	23751233	61	7	26617	-0.456	0.6758	TCEA3
ENSG00000088280	1	23755056	23811061	46	5	26795	-0.84555	0.8011	ASAP3
ENSG00000007968	1	23832922	23857712	11	2	26761	-0.50046	0.69162	E2F2
ENSG00000197880	1	23907985	23967058	9	2	26177	-0.5745	0.71719	MDS2
ENSG00000011007	1	24069645	24088549	3	1	26655	-0.061243	0.52442	TCEB3
ENSG00000057757	1	24104895	24114722	3	1	26744	-0.30621	0.62028	PITHD1
ENSG00000011009	1	24117460	24122029	1	1	26654	0.31955	0.37466	LYPLA2
ENSG00000117305	1	24128375	24165110	24	2	26693	0.33307	0.36954	HMGCL
ENSG00000179163	1	24171567	24194784	13	2	26441	-0.19274	0.57642	FUCA1
ENSG00000188822	1	24197016	24285549	78	4	26749	-0.052217	0.52082	CNR2
ENSG00000189266	1	24285599	24289952	2	1	25894	0.071042	0.47168	PNRC2
ENSG00000188529	1	24291294	24307417	3	2	26735	-0.49368	0.68923	SRSF10
ENSG00000142661	1	24382525	24438665	56	5	26671	-0.73114	0.76765	MYOM3
ENSG00000142677	1	24446261	24469611	3	1	26721	-0.6575	0.74457	IL22RA1
ENSG00000185436	1	24480647	24514449	14	3	26625	-2.3631	0.99094	IFNLR1
ENSG00000158055	1	24645812	24690972	11	3	26689	0.26152	0.39684	GRHL3
ENSG00000001460	1	24683489	24743424	48	4	26712	1.1584	0.12336	STPG1
ENSG00000001461	1	24742284	24799466	73	5	26692	0.45394	0.32494	NIPAL3
ENSG00000117602	1	24829387	24867530	24	2	26394	1.7997	0.035958	RCAN3
ENSG00000184454	1	24882602	24935819	74	9	26602	0.8242	0.20491	NCMAP
ENSG00000133226	1	24958207	24999758	7	2	26713	-0.051793	0.52065	SRRM1
ENSG00000169504	1	25071848	25170815	27	2	26788	-0.2359	0.59324	CLIC4
ENSG00000020633	1	25226002	25291612	14	3	26468	0.54303	0.29355	RUNX3
ENSG00000204178	1	25757388	25826700	32	1	26728	-0.7689	0.77902	TMEM57
ENSG00000157978	1	25870071	25895377	8	1	26672	1.8084	0.03527	LDLRAP1
ENSG00000117643	1	25943959	26112698	109	5	26637	-0.10145	0.5404	MAN1C1
ENSG00000117632	1	26210672	26233482	13	1	26719	-0.17271	0.56856	STMN1
ENSG00000158006	1	26286258	26324648	35	2	26734	-0.55386	0.71016	PAFAH2
ENSG00000158008	1	26346375	26362955	20	4	26747	-0.14663	0.55829	EXTL1
ENSG00000158014	1	26363743	26372624	10	2	26758	0.48231	0.31479	SLC30A2
ENSG00000158022	1	26377795	26394927	16	3	26524	-0.97667	0.83563	TRIM63
ENSG00000175087	1	26437664	26452034	1	1	26830	0.019403	0.49226	PDIK1L
ENSG00000197245	1	26485511	26489119	2	1	26746	0.60532	0.27248	FAM110D
ENSG00000142684	1	26496362	26498551	3	1	26450	0.62033	0.26752	ZNF593
ENSG00000142675	1	26503894	26516377	9	1	26803	0.82174	0.20561	CNKSR1
ENSG00000188782	1	26517052	26529459	5	1	26738	1.5193	0.064349	CATSPER4
ENSG00000130695	1	26560691	26605299	53	4	26793	1.4264	0.07688	CEP85
ENSG00000158062	1	26607819	26644854	59	3	26691	1.3112	0.094899	UBXN11
ENSG00000176092	1	26648350	26680621	30	4	26564	1.745	0.040492	AIM1L
ENSG00000176083	1	26688125	26701013	16	2	26651	2.3974	0.0082558	ZNF683
ENSG00000131914	1	26737269	26756213	9	3	26537	0.47643	0.31688	LIN28A
ENSG00000117682	1	26758773	26797785	24	4	26791	0.83082	0.20304	DHDDS
ENSG00000198830	1	26798941	26802463	1	1	26770	1.2563	0.10451	HMGN2
ENSG00000117676	1	26856252	26901521	46	3	26663	-0.34035	0.6332	RPS6KA1
ENSG00000117713	1	27022524	27108595	2	1	26802	0.15713	0.43757	ARID1A
ENSG00000090020	1	27425306	27493472	19	1	26779	0.075287	0.46999	SLC9A1
ENSG00000142784	1	27561007	27635110	21	1	26807	-0.52275	0.69943	WDTC1
ENSG00000186501	1	27648651	27662891	1	1	26719	-0.35542	0.63886	TMEM222
ENSG00000142765	1	27668513	27680421	4	2	26742	-0.47203	0.68155	SYTL1
ENSG00000142733	1	27681675	27693383	1	1	26819	-1.6873	0.95423	MAP3K6
ENSG00000174950	1	27705666	27709870	1	1	26439	1.8187	0.034481	CD164L2
ENSG00000158195	1	27730730	27816669	43	1	26737	1.4905	0.068043	WASF2
ENSG00000126709	1	27992572	27998729	3	1	26524	-0.71668	0.76322	IFI6
ENSG00000009780	1	28052490	28089633	36	1	26811	-1.1472	0.87434	FAM76A
ENSG00000117758	1	28099694	28150963	24	1	26699	-0.87095	0.80811	STX12
ENSG00000117751	1	28157289	28178187	10	1	26702	-1.3598	0.91306	PPP1R8
ENSG00000130775	1	28199055	28213196	6	1	26643	-0.66275	0.74625	THEMIS2
ENSG00000117748	1	28218035	28241257	26	2	26700	-0.8879	0.8127	RPA2
ENSG00000130768	1	28261504	28285668	41	6	26560	-0.18054	0.57164	SMPDL3B
ENSG00000158161	1	28296855	28415207	69	4	26698	1.2424	0.10704	EYA3
ENSG00000169403	1	28473677	28520447	11	2	26737	0.72612	0.23388	PTAFR
ENSG00000126698	1	28525967	28559536	30	1	26796	0.55277	0.29021	DNAJC8
ENSG00000130770	1	28562620	28573417	18	1	26814	0.73273	0.23186	ATPIF1
ENSG00000130766	1	28586038	28609002	9	1	26731	-0.544	0.70678	SESN2
ENSG00000130772	1	28655513	28662476	1	1	26830	0.54232	0.2938	MED18
ENSG00000204138	1	28696114	28826881	139	2	26806	0.11319	0.45494	PHACTR4
ENSG00000180198	1	28832455	28865812	18	1	26537	-0.93908	0.82615	RCC1
ENSG00000180098	1	28879597	28905051	17	1	26509	-0.30163	0.61853	TRNAU1AP
ENSG00000120656	1	28915835	28969597	13	1	26791	-0.61068	0.72929	TAF12
ENSG00000162419	1	28995244	29045865	22	1	26685	-0.0083423	0.50333	GMEB1
ENSG00000198492	1	29063133	29096287	23	1	26805	-0.68893	0.75457	YTHDF2
ENSG00000116329	1	29138654	29190208	43	3	26688	-1.0437	0.8517	OPRD1
ENSG00000159023	1	29213603	29446553	141	9	26772	1.1795	0.11909	EPB41
ENSG00000253304	1	29445940	29450447	2	1	26743	1.44	0.07493	TMEM200B
ENSG00000116350	1	29474255	29508499	20	4	26788	0.84899	0.19794	SRSF4
ENSG00000116353	1	29519385	29557454	37	4	26789	0.32034	0.37436	MECR
ENSG00000060656	1	29563028	29653325	53	6	26687	-0.2652	0.60457	PTPRU
ENSG00000162510	1	31184124	31196434	27	4	26758	-0.70512	0.75963	MATN1
ENSG00000162511	1	31205316	31230667	7	4	26593	0.31368	0.37688	LAPTM5
ENSG00000162512	1	31342314	31381608	5	3	26470	-0.28225	0.61112	SDC3
ENSG00000134644	1	31404353	31538838	87	5	26768	0.29364	0.38452	PUM1
ENSG00000084628	1	31652592	31712401	185	13	26707	-0.96154	0.83186	NKAIN1
ENSG00000060688	1	31732417	31769662	70	7	26797	-1.1949	0.88394	SNRNP40
ENSG00000121766	1	31769842	31837783	111	8	26809	-1.1775	0.8805	ZCCHC17
ENSG00000121769	1	31838472	31849697	11	3	26680	-1.5625	0.94091	FABP3
ENSG00000168528	1	31882412	31907525	57	4	26675	-1.3484	0.91123	SERINC2
ENSG00000142910	1	32042116	32053288	1	1	26830	0.86061	0.19473	TINAGL1
ENSG00000121764	1	32083287	32098119	11	1	26726	0.14792	0.4412	HCRTR1
ENSG00000162517	1	32095463	32110497	9	1	26671	-1.3946	0.91843	PEF1
ENSG00000084636	1	32117848	32169920	22	5	26686	-0.82244	0.79459	COL16A1
ENSG00000121753	1	32192718	32230494	4	1	26476	0.058566	0.47665	BAI2
ENSG00000134668	1	32256023	32281652	11	3	26460	1.1892	0.11719	SPOCD1
ENSG00000184007	1	32372022	32410457	4	1	26750	0.63606	0.26237	PTP4A2
ENSG00000121774	1	32479430	32526451	1	1	26149	1.3836	0.083238	KHDRBS1
ENSG00000121775	1	32537632	32568467	11	1	26705	1.178	0.11939	TMEM39B
ENSG00000025800	1	32573639	32642169	26	1	26758	1.5611	0.059249	KPNA6
ENSG00000084652	1	32645287	32663886	9	1	26757	1.5554	0.059929	TXLNA
ENSG00000160051	1	32671236	32674288	1	1	26625	1.4939	0.067599	IQCC
ENSG00000222046	1	32674695	32681797	3	1	26719	1.5567	0.059768	DCDC2B
ENSG00000160055	1	32680073	32687972	4	1	26689	1.5064	0.065982	TMEM234
ENSG00000084623	1	32687529	32697205	8	1	26672	1.4631	0.071717	EIF3I
ENSG00000116478	1	32757687	32799236	2	1	26631	1.1468	0.12573	HDAC1
ENSG00000254553	1	32930658	33066393	99	2	26776	1.5376	0.062069	RP1-27O5.3
ENSG00000273274	1	32930670	32962287	11	1	26754	0.9056	0.18257	ZBTB8B
ENSG00000160062	1	33005028	33071540	63	3	26759	1.7167	0.043014	ZBTB8A
ENSG00000176261	1	33065773	33116504	73	3	26754	2.3167	0.01026	ZBTB8OS
ENSG00000162521	1	33116743	33151812	54	2	26818	2.2781	0.011362	RBBP4
ENSG00000162520	1	33145507	33169197	39	3	26763	2.3235	0.010075	SYNC
ENSG00000162522	1	33207486	33240571	8	2	26785	1.1307	0.12909	KIAA1522
ENSG00000134684	1	33240840	33283754	20	1	26751	0.92186	0.1783	YARS
ENSG00000116497	1	33282368	33324476	20	1	26677	1.0133	0.15546	S100PBP
ENSG00000160097	1	33327869	33338083	6	1	26581	1.1052	0.13453	FNDC5
ENSG00000116514	1	33402046	33430286	22	2	26703	0.85756	0.19557	RNF19B
ENSG00000004455	1	33473585	33546597	33	4	26676	0.94985	0.1711	AK2
ENSG00000142920	1	33546705	33586131	50	3	26749	0.88289	0.18865	ADC
ENSG00000116525	1	33611003	33647660	46	4	26740	1.1229	0.13074	TRIM62
ENSG00000160094	1	33722146	33766320	15	3	26434	0.563	0.28672	ZNF362
ENSG00000184389	1	33772367	33786699	24	5	26764	1.2455	0.10647	A3GALT2
ENSG00000134686	1	33789224	33896653	132	11	26782	1.1257	0.13015	PHC2
ENSG00000121903	1	33938246	33962107	23	4	26646	0.076154	0.46965	ZSCAN20
ENSG00000121904	1	33979609	34631443	543	63	26676	-0.90309	0.81676	CSMD2
ENSG00000142698	1	34632484	34684732	73	7	26743	-1.2736	0.8986	C1orf94
