ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000226396	RPS14P3	1	19934608	19935062	1	pseudogene	644068	RPS14P3	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	6.796e-06	rs12044984	1
ENSG00000158747	NBL1	1	19967048	19984945	1	protein_coding	100532736	NBL1	0.108864872574092	0.249445082	0	0	18	6.9295e-297	0	EyeGEx:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/CEDAR_T-cell_CD4:eQTLcatalogue/Kasela_2017_T-cell_CD4:eQTLcatalogue/Lepik_2017_ge_blood:DICE/T_CD4_naive_TREG:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v7/Whole_Blood:GTEx/v7/Artery_Tibial	+	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell	4.387e-06	rs12044984	1
ENSG00000158748	HTR6	1	19991780	20006055	1	protein_coding	3362	HTR6	0.00106725360649504	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell	6.796e-06	rs12044984	1
ENSG00000116120	FARSB	2	223435255	223521056	-1	protein_coding	10056	FARSB	0.900979753771666	0.375366551	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	6.126e-05	rs4624371	2
ENSG00000124003	MOGAT1	2	223536505	223574649	1	protein_coding	116255	MOGAT1	2.12658352177613e-06	0.117030879	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	6.126e-05	rs4624371	2
ENSG00000233751	AC104772.1	2	223542396	223543008	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	6.126e-05	rs4624371	2
ENSG00000123983	ACSL3	2	223725652	223809357	1	protein_coding	2181	ACSL3	0.530102680564255	0.47033182	0	0	0	NA	NA	NA	NA	Yes	Fetal_Cortex	7.854e-05	rs4624371	2
ENSG00000152049	KCNE4	2	223916532	224063117	1	protein_coding	23704	KCNE4	0.560426843330162	-0.362954137	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm	6.126e-05	rs4624371	2
ENSG00000233299	HIGD1AP4	2	224262985	224263264	-1	pseudogene	NA	HIGD1AP4	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	6.126e-05	rs4624371	2
ENSG00000231189	AC013448.1	2	224363491	224369329	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	NA	rs4624371	2
ENSG00000235610	AC013448.2	2	224370194	224375651	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	NA	rs4624371	2
ENSG00000171951	SCG2	2	224461658	224467221	-1	protein_coding	7857	SCG2	0.898323134283839	-0.005497833	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	6.126e-05	rs4624371	2
ENSG00000226539	AC012512.1	2	224569338	224570055	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	8.639e-06	rs4624371	2
ENSG00000152056	AP1S3	2	224616403	224702744	-1	protein_coding	130340	AP1S3	0.167450176735496	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	8.639e-06	rs4624371	2
ENSG00000085449	WDFY1	2	224720433	224810104	-1	protein_coding	57590	WDFY1	1.68817254810104e-05	0.334731382	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Fetal_Cortex:IMR90:Mesenchymal_Stem_Cell:Mesendoderm	7.963e-06	rs4624371	2
ENSG00000135900	MRPL44	2	224822121	224832431	1	protein_coding	65080	MRPL44	9.27743859396845e-06	0.435915089	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:IMR90:Mesenchymal_Stem_Cell:Mesendoderm	7.963e-06	rs4624371	2
ENSG00000228802	AC073641.2	2	224830418	224832423	-1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:IMR90:Mesenchymal_Stem_Cell:Mesendoderm	7.963e-06	rs4624371	2
ENSG00000135919	SERPINE2	2	224839829	224904036	-1	protein_coding	5270	SERPINE2	0.643023919378065	NA	0	0	47	5.75119e-06	0.010543	eQTLGen_cis_eQTLs:GTEx/v7/Adipose_Subcutaneous	-	No	NA	6.111e-05	rs4624371	2
ENSG00000224826	AC019109.1	2	225034381	225036254	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	8.639e-06	rs4624371	2
ENSG00000211987	AC104802.1	2	225104179	225104273	-1	miRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:hESC	6.126e-05	rs4624371	2
ENSG00000228681	AC008072.1	2	225159647	225160470	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	7.963e-06	rs4624371	2
ENSG00000124019	FAM124B	2	225243415	225266802	-1	protein_coding	79843	FAM124B	0.00229940234451662	0.761955031	6	7.548	193	2.6574e-14	0	eQTLcatalogue/HipSci_ge_iPSC:PsychENCODE_eQTLs:DICE/T_CD4_naive_TREG:eQTLGen_cis_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellum:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Pancreas:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Stomach:GTEx/v8/Thyroid:GTEx/v7/Adipose_Subcutaneous:GTEx/v7/Adrenal_Gland:GTEx/v7/Artery_Tibial:GTEx/v7/Breast_Mammary_Tissue:GTEx/v7/Esophagus_Mucosa:GTEx/v7/Heart_Atrial_Appendage:GTEx/v7/Heart_Left_Ventricle:GTEx/v7/Lung:GTEx/v7/Pancreas:GTEx/v7/Spleen:GTEx/v7/Thyroid:GTEx/v6/Adrenal_Gland:GTEx/v6/Brain_Cerebellum:GTEx/v6/Esophagus_Mucosa:GTEx/v6/Heart_Left_Ventricle:GTEx/v6/Lung:GTEx/v6/Thyroid	-	Yes	Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	7.963e-06	rs4624371	2
ENSG00000036257	CUL3	2	225334867	225450110	-1	protein_coding	8452	CUL3	0.974063405438851	0.062550932	170	22.4	189	1.2473e-51	0	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Muscle_Skeletal:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Thyroid:GTEx/v7/Muscle_Skeletal:GTEx/v6/Muscle_Skeletal	+	Yes	Adult_Cortex:Fetal_Cortex:Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	7.963e-06	rs4624371	2
ENSG00000228446	AC073052.1	2	225364104	225364817	-1	pseudogene	NA	NA	NA	NA	30	22.4	209	1.0901e-54	0	TIGER/Nom_Alonso_Pancreatic_islets:EyeGEx:PsychENCODE_eQTLs:DICE/B_cell_naive:DICE/T_CD4_naive:DICE/T_CD4_naive_activated:DICE/T_CD8_naive:DICE/T_CD8_naive_activated:DICE/Monocyte_classical:DICE/Monocyte_non_classical:DICE/NK:DICE/T_CD4_TFH:DICE/T_CD4_TH1:DICE/T_CD4_TH17:DICE/T_CD4_TH1_17:DICE/T_CD4_TH2:DICE/T_CD4_memory_TREG:DICE/T_CD4_naive_TREG:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellum:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Thyroid:GTEx/v8/Uterus:GTEx/v7/Adipose_Subcutaneous:GTEx/v7/Adipose_Visceral_Omentum:GTEx/v7/Cells_EBV-transformed_lymphocytes:GTEx/v7/Whole_Blood:GTEx/v7/Artery_Aorta:GTEx/v7/Artery_Tibial:GTEx/v7/Brain_Cerebellum:GTEx/v7/Colon_Sigmoid:GTEx/v7/Colon_Transverse:GTEx/v7/Esophagus_Gastroesophageal_Junction:GTEx/v7/Esophagus_Mucosa:GTEx/v7/Esophagus_Muscularis:GTEx/v7/Lung:GTEx/v7/Muscle_Skeletal:GTEx/v7/Nerve_Tibial:GTEx/v7/Ovary:GTEx/v7/Pancreas:GTEx/v7/Pituitary:GTEx/v7/Cells_Transformed_fibroblasts:GTEx/v7/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v7/Skin_Sun_Exposed_Lower_leg:GTEx/v7/Small_Intestine_Terminal_Ileum:GTEx/v7/Spleen:GTEx/v7/Stomach:GTEx/v7/Thyroid:GTEx/v7/Uterus:GTEx/v6/Adipose_Subcutaneous:GTEx/v6/Cells_EBV-transformed_lymphocytes:GTEx/v6/Whole_Blood:GTEx/v6/Artery_Aorta:GTEx/v6/Artery_Tibial:GTEx/v6/Colon_Sigmoid:GTEx/v6/Colon_Transverse:GTEx/v6/Esophagus_Mucosa:GTEx/v6/Esophagus_Muscularis:GTEx/v6/Lung:GTEx/v6/Muscle_Skeletal:GTEx/v6/Cells_Transformed_fibroblasts:GTEx/v6/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v6/Skin_Sun_Exposed_Lower_leg:GTEx/v6/Thyroid	+	Yes	Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	7.963e-06	rs4624371	2
ENSG00000135905	DOCK10	2	225629807	225907162	-1	protein_coding	55619	DOCK10	0.0291925300959096	NA	0	0	176	1.1825e-12	0	eQTLGen_cis_eQTLs	-	Yes	GM12878:IMR90:Mesendoderm:hESC	7.963e-06	rs4624371	2
ENSG00000263828	MIR4439	2	225875178	225875257	-1	miRNA	100616207	MIR4439	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	7.963e-06	rs4624371	2
ENSG00000232784	AC067961.1	2	226264426	226265304	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	NA	rs4624371	2
ENSG00000144460	NYAP2	2	226265364	226518734	1	protein_coding	57624	NYAP2	0.906196258132315	0.188825347	0	0	0	NA	NA	NA	NA	Yes	IMR90	NA	rs4624371	2
ENSG00000230621	AC080002.1	2	226857697	226857913	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	6.126e-05	rs4624371	2
ENSG00000235070	AC068138.1	2	227044760	227050087	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	6.111e-05	rs4624371	2
ENSG00000169047	IRS1	2	227596033	227664475	-1	protein_coding	3667	IRS1	0.218507352371316	-1.69763346	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:hESC	6.111e-05	rs4624371	2
ENSG00000272622	RP11-395N3.2	2	227664862	227675745	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:hESC	6.111e-05	rs4624371	2
ENSG00000261379	RP11-395N3.1	2	227668752	227669777	1	sense_intronic	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:hESC	6.111e-05	rs4624371	2
ENSG00000144468	RHBDD1	2	227700297	227863931	1	protein_coding	84236	RHBDD1	4.74167775070528e-09	-1.639933235	0	0	0	NA	NA	NA	NA	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm	7.963e-06	rs4624371	2
ENSG00000081052	COL4A4	2	227867427	228028829	-1	protein_coding	1286	COL4A4	1.68977859995688e-08	-1.720840672	0	0	0	NA	NA	NA	NA	Yes	IMR90:hESC	7.963e-06	rs4624371	2
ENSG00000169031	COL4A3	2	228029281	228179508	1	protein_coding	1285	COL4A3	7.57550007722727e-05	0.806121191	0	0	0	NA	NA	NA	NA	Yes	IMR90:hESC	7.963e-06	rs4624371	2
ENSG00000236432	AC097662.2	2	228085768	228189917	-1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	7.963e-06	rs4624371	2
ENSG00000168958	MFF	2	228189867	228222550	1	protein_coding	56947	MFF	0.375813389382855	1.451440907	0	0	0	NA	NA	NA	NA	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	7.963e-06	rs4624371	2
ENSG00000168955	TM4SF20	2	228226872	228246711	-1	protein_coding	79853	TM4SF20	2.18814392829867e-06	0.132895867	0	0	0	NA	NA	NA	NA	Yes	hESC	7.963e-06	rs4624371	2
ENSG00000266382	MIR5703	2	228336848	228336903	1	miRNA	100847081	MIR5703	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:GM12878:IMR90:Mesendoderm:hESC	8.639e-06	rs4624371	2
ENSG00000173744	AGFG1	2	228336868	228425930	1	protein_coding	3267	AGFG1	0.969265961919115	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:GM12878:IMR90:Mesendoderm:hESC	8.639e-06	rs4624371	2
ENSG00000144481	TRPM8	2	234826043	234928166	1	protein_coding	79054	TRPM8	4.73679846782498e-15	1.509210961	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	3.499e-06	rs66799507:rs6431289	3
ENSG00000237581	AC005538.5	2	234854790	234864079	-1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell:hESC	3.499e-06	rs66799507:rs6431289	3
ENSG00000072080	SPP2	2	234959323	234985778	1	protein_coding	6694	SPP2	1.27136183221359e-06	0.065380645	0	0	0	NA	NA	NA	NA	Yes	IMR90	3.499e-06	rs66799507:rs6431289	3
ENSG00000226442	AC006037.2	2	235017725	235018125	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	hESC	3.499e-06	rs66799507:rs6431289	3
ENSG00000261298	RP11-309M7.1	2	235131482	235133158	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	3.499e-06	rs66799507:rs6431289	3
ENSG00000188042	ARL4C	2	235401685	235405697	-1	protein_coding	10123	ARL4C	0.607389355262414	0.420186502	0	0	0	NA	NA	NA	NA	Yes	IMR90	3.499e-06	rs66799507:rs6431289	3
ENSG00000235726	AC010148.1	2	235742959	235822028	-1	processed_transcript	101927896	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm	3.499e-06	rs66799507:rs6431289	3
ENSG00000130147	SH3BP4	2	235860617	235964358	1	protein_coding	23677	SH3BP4	0.0809644359581152	-0.445659659	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	3.499e-06	rs66799507:rs6431289	3
ENSG00000226542	AC114814.4	2	235993466	235997230	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	3.499e-06	rs66799507:rs6431289	3
ENSG00000231032	AC114814.2	2	236055660	236056144	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesendoderm	3.499e-06	rs66799507:rs6431289	3
ENSG00000124835	AC105760.3	2	237957242	237964810	-1	antisense	93463	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	3.499e-06	rs66799507:rs6431289	3
ENSG00000227252	AC105760.2	2	237968077	237994460	-1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	3.499e-06	rs66799507:rs6431289	3
ENSG00000198612	COPS8	2	237993955	238009109	1	protein_coding	10920	COPS8	0.138824250988609	-0.448160184	0	0	0	NA	NA	NA	NA	Yes	IMR90	3.499e-06	rs66799507:rs6431289	3
ENSG00000224844	AC107079.1	2	238031553	238032740	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	3.499e-06	rs66799507:rs6431289	3
ENSG00000163359	COL6A3	2	238232646	238323018	-1	protein_coding	1293	COL6A3	7.79330849282056e-11	-0.10998184	0	0	0	NA	NA	NA	NA	Yes	IMR90	3.499e-06	rs66799507:rs6431289	3
ENSG00000222022	AC112721.1	2	238330063	238333919	-1	protein_coding	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	3.499e-06	rs66799507:rs6431289	3
ENSG00000222032	AC112721.2	2	238337563	238343465	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	3.499e-06	rs66799507:rs6431289	3
ENSG00000174930	VN2R1P	3	155737435	155755475	1	pseudogene	NA	VN2R1P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	2.597e-05	rs1872982	4
ENSG00000169282	KCNAB1	3	155755490	156256545	1	protein_coding	7881	KCNAB1	0.0665503434443176	-0.389325849	0	0	0	NA	NA	NA	NA	Yes	IMR90	2.597e-05	rs1872982	4
ENSG00000227709	RP11-118D22.3	3	155893641	155894700	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	2.597e-05	rs1872982	4
ENSG00000270981	RP11-550I24.3	3	156948109	156948997	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle	2.597e-05	rs1872982	4
ENSG00000197415	VEPH1	3	156977531	157251408	-1	protein_coding	79674	VEPH1	9.32876839110736e-12	-0.084117036	0	0	4	7.5839e-10	9.12987e-44	eQTLGen_cis_eQTLs:GTEx/v8/Cells_Cultured_fibroblasts	+	Yes	Mesendoderm:hESC	6.155e-06	rs1872982	4
ENSG00000174899	C3orf55	3	157261035	157395538	1	protein_coding	152078	C3orf55	0.0392312788649	0.142924938	0	0	6	1.95508e-06	1.15311e-06	eQTLcatalogue/TwinsUK_ge_fat:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia	+	Yes	Mesendoderm:hESC	6.155e-06	rs1872982	4
ENSG00000251751	RN7SKP46	3	157648281	157648514	-1	misc_RNA	NA	RN7SKP46	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.597e-05	rs1872982	4
ENSG00000239716	RP11-290K4.1	3	157694350	157695925	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	2.597e-05	rs1872982	4
ENSG00000242536	RP11-290K4.2	3	157734005	157806786	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesendoderm:hESC	2.597e-05	rs1872982	4
ENSG00000168779	SHOX2	3	157814948	157824292	-1	protein_coding	6474	SHOX2	0.0852112280919416	0.382488989	0	0	3	8.43037e-05	1.41133e-05	GTEx/v8/Muscle_Skeletal	-	Yes	IMR90:Mesendoderm:hESC	6.155e-06	rs1872982	4
ENSG00000174891	RSRC1	3	157823644	158263519	1	protein_coding	51319	RSRC1	3.41025677860813e-05	-0.589077789	0	0	3	3.7969e-06	2.53666e-20	eQTLGen_cis_eQTLs:GTEx/v8/Adipose_Subcutaneous	+	Yes	IMR90:Mesendoderm:hESC	6.155e-06	rs1872982	4
ENSG00000241723	RP11-113A11.1	3	157993598	157994210	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm:hESC	2.597e-05	rs1872982	4
ENSG00000243314	RP11-538P18.1	3	158214350	158214723	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	2.597e-05	rs1872982	4
ENSG00000243150	RP11-538P18.2	3	158263009	158288855	-1	antisense	100996447	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	2.597e-05	rs1872982	4
ENSG00000178053	MLF1	3	158288952	158325041	1	protein_coding	4291	MLF1	1.28387834312483e-06	-0.002234274	0	0	0	NA	NA	NA	NA	Yes	Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	2.597e-05	rs1872982	4
ENSG00000243025	MTAPP1	3	158327399	158328646	-1	pseudogene	NA	MTAPP1	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	2.597e-05	rs1872982	4
ENSG00000243165	RP11-79M21.3	3	158344445	158344638	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	2.597e-05	rs1872982	4
ENSG00000168827	GFM1	3	158362067	158410364	1	protein_coding	85476	GFM1	1.66398179768796e-06	0.025437529	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesendoderm:hESC	2.597e-05	rs1872982	4
ENSG00000079257	LXN	3	158363611	158390482	-1	protein_coding	56925	LXN	0.00362044465677788	-0.099914881	0	0	1	1.1857e-05	0.0333511269276394	eQTLGen_cis_eQTLs	NA	Yes	IMR90:Mesendoderm:hESC	2.597e-05	rs1872982	4
ENSG00000272087	RP11-379F4.7	3	158410909	158411557	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	2.597e-05	rs1872982	4
ENSG00000272440	RP11-379F4.6	3	158413156	158413370	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	2.597e-05	rs1872982	4
ENSG00000240207	RP11-379F4.4	3	158450052	158501859	1	antisense	100287290	NA	NA	NA	0	0	1	2.36252e-05	1.31656e-17	GTEx/v8/Heart_Atrial_Appendage	NA	No	NA	NA	rs1872982	4
ENSG00000232374	GPR79	3	158558788	158559873	-1	pseudogene	NA	GPR79	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm	2.597e-05	rs1872982	4
ENSG00000243116	RP11-564C24.1	3	159439313	159440190	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	2.597e-05	rs1872982	4
