ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000158747	NBL1	1	19967048	19984945	1	protein_coding	100532736	NBL1	0.108864872574092	0.249445082	33	14.52	276	0	0	TIGER/Nom_Alonso_Pancreatic_islets:Nom_InsPIRE_Islets_Gene_eQTLs_Nominal_Pvalues:EyeGEx:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/CEDAR_T-cell_CD4:eQTLcatalogue/CEDAR_T-cell_CD8:eQTLcatalogue/GENCORD_ge_fibroblast:eQTLcatalogue/Kasela_2017_T-cell_CD4:eQTLcatalogue/Kasela_2017_T-cell_CD8:eQTLcatalogue/Lepik_2017_ge_blood:eQTLcatalogue/TwinsUK_ge_blood:eQTLcatalogue/TwinsUK_ge_fat:eQTLcatalogue/TwinsUK_ge_LCL:PsychENCODE_eQTLs:DICE/T_CD4_naive_activated:DICE/T_CD8_naive:DICE/T_CD4_TFH:DICE/T_CD4_TH17:DICE/T_CD4_TH1_17:DICE/T_CD4_memory_TREG:DICE/T_CD4_naive_TREG:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:xQTLServer_eQTLs:CMC_SVA_cis:GTEx/v8/Adrenal_Gland:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Nerve_Tibial:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Spleen:GTEx/v8/Thyroid:GTEx/v7/Whole_Blood:GTEx/v7/Artery_Aorta:GTEx/v7/Artery_Tibial:GTEx/v7/Brain_Caudate_basal_ganglia:GTEx/v7/Brain_Cerebellar_Hemisphere:GTEx/v7/Brain_Cerebellum:GTEx/v7/Brain_Cortex:GTEx/v7/Brain_Frontal_Cortex_BA9:GTEx/v7/Brain_Putamen_basal_ganglia:GTEx/v7/Cells_Transformed_fibroblasts:GTEx/v7/Spleen:GTEx/v6/Artery_Aorta:GTEx/v6/Artery_Tibial:GTEx/v6/Esophagus_Mucosa:GTEx/v6/Heart_Left_Ventricle:GTEx/v6/Skin_Sun_Exposed_Lower_leg:GTEx/v6/Thyroid	+	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:Left_Ventricle:IMR90:Mesenchymal_Stem_Cell	4.387e-06	rs12044984	1
ENSG00000158748	HTR6	1	19991780	20006055	1	protein_coding	3362	HTR6	0.00106725360649504	NA	1	3.199	82	5.55312e-29	0	eQTLcatalogue/Lepik_2017_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia	+	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell	6.796e-06	rs12044984	1
ENSG00000162542	TMCO4	1	20008706	20126438	-1	protein_coding	255104	TMCO4	9.98392215947084e-13	-0.237987014	0	0	48	8.8028e-11	0	eQTLcatalogue/Alasoo_2018_ge_macrophage_Salmonella:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v6/Artery_Tibial	-	No	NA	0.00338	rs12044984	1
ENSG00000188784	PLA2G2E	1	20246502	20250110	-1	protein_coding	30814	PLA2G2E	0.000343166465007747	0.028707008	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.0001298	rs12044984	1
ENSG00000188257	PLA2G2A	1	20301925	20306932	-1	protein_coding	5320	PLA2G2A	0.398124558137518	-0.066487674	0	0	3	5.73292e-06	1.18632e-15	GTEx/v8/Liver:GTEx/v7/Liver	NA	No	NA	NA	rs12044984	1
ENSG00000127472	PLA2G5	1	20354672	20417683	1	protein_coding	5322	PLA2G5	0.000190274829493542	-0.072587616	0	0	4	2.92824e-05	5.30982e-12	GTEx/v8/Testis	NA	No	NA	NA	rs12044984	1
ENSG00000117215	PLA2G2D	1	20438432	20446050	-1	protein_coding	26279	PLA2G2D	0.000177682796600803	-0.025985655	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	0.0001324	rs12044984	1
ENSG00000228105	RP3-340N1.6	1	20569588	20571148	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops	NA	rs12044984	1
ENSG00000236963	LINC01141	1	20687072	20757727	-1	lincRNA	339505	LINC01141	NA	NA	0	0	1	0.0005467	0.0440887096774194	TIGER/Nom_Alonso_Pancreatic_islets	NA	No	NA	NA	rs12044984	1
ENSG00000162545	CAMK2N1	1	20808884	20812713	-1	protein_coding	55450	CAMK2N1	0.138563181790624	NA	0	0	12	NA	0.009	CMC_SVA_cis	+	No	NA	0.004876	rs12044984	1
ENSG00000090432	MUL1	1	20825943	20834654	-1	protein_coding	79594	MUL1	3.48969973575906e-06	1.302364252	0	0	1	NA	0.049	CMC_SVA_cis	+	No	NA	0.003276	rs12044984	1
ENSG00000116120	FARSB	2	223435255	223521056	-1	protein_coding	10056	FARSB	0.900979753771666	0.375366551	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	6.126e-05	rs4624371	2
ENSG00000124003	MOGAT1	2	223536505	223574649	1	protein_coding	116255	MOGAT1	2.12658352177613e-06	0.117030879	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	6.126e-05	rs4624371	2
ENSG00000233751	AC104772.1	2	223542396	223543008	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	6.126e-05	rs4624371	2
ENSG00000123983	ACSL3	2	223725652	223809357	1	protein_coding	2181	ACSL3	0.530102680564255	0.47033182	0	0	0	NA	NA	NA	NA	Yes	Fetal_Cortex	7.854e-05	rs4624371	2
ENSG00000152049	KCNE4	2	223916532	224063117	1	protein_coding	23704	KCNE4	0.560426843330162	-0.362954137	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm	6.126e-05	rs4624371	2
ENSG00000233299	HIGD1AP4	2	224262985	224263264	-1	pseudogene	NA	HIGD1AP4	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	6.126e-05	rs4624371	2
ENSG00000231189	AC013448.1	2	224363491	224369329	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	0.007306	rs4624371	2
ENSG00000235610	AC013448.2	2	224370194	224375651	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	0.007306	rs4624371	2
ENSG00000171951	SCG2	2	224461658	224467221	-1	protein_coding	7857	SCG2	0.898323134283839	-0.005497833	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesendoderm	6.126e-05	rs4624371	2
ENSG00000226539	AC012512.1	2	224569338	224570055	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	8.639e-06	rs4624371	2
ENSG00000152056	AP1S3	2	224616403	224702744	-1	protein_coding	130340	AP1S3	0.167450176735496	NA	0	0	4	0.0005415	0.0436693548387097	TIGER/Nom_Alonso_Pancreatic_islets	+	Yes	Mesendoderm	8.639e-06	rs4624371	2
ENSG00000085449	WDFY1	2	224720433	224810104	-1	protein_coding	57590	WDFY1	1.68817254810104e-05	0.334731382	0	0	141	7.11026e-07	4.61496e-13	GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v7/Skin_Sun_Exposed_Lower_leg:GTEx/v7/Thyroid	+	Yes	Promoter_anchored_loops:Fetal_Cortex:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	7.963e-06	rs4624371	2
ENSG00000135900	MRPL44	2	224822121	224832431	1	protein_coding	65080	MRPL44	9.27743859396845e-06	0.435915089	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Adult_Cortex:Fetal_Cortex:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	7.963e-06	rs4624371	2
ENSG00000228802	AC073641.2	2	224830418	224832423	-1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	7.963e-06	rs4624371	2
ENSG00000135919	SERPINE2	2	224839829	224904036	-1	protein_coding	5270	SERPINE2	0.643023919378065	NA	0	0	59	3.6055e-13	0	eQTLGen_cis_eQTLs:GTEx/v7/Adipose_Subcutaneous	-	Yes	Promoter_anchored_loops:EP_correlation_organ_oneway	6.111e-05	rs4624371	2
ENSG00000224826	AC019109.1	2	225034381	225036254	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm	8.639e-06	rs4624371	2
ENSG00000211987	AC104802.1	2	225104179	225104273	-1	miRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	6.126e-05	rs4624371	2
ENSG00000228681	AC008072.1	2	225159647	225160470	1	pseudogene	NA	NA	NA	NA	4	2.118	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	7.963e-06	rs4624371	2
ENSG00000124019	FAM124B	2	225243415	225266802	-1	protein_coding	79843	FAM124B	0.00229940234451662	0.761955031	69	14.02	580	3.0673e-50	0	eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BrainSeq_ge_brain:eQTLcatalogue/HipSci_ge_iPSC:eQTLcatalogue/Nedelec_2016_ge_macrophage_naive:eQTLcatalogue/TwinsUK_ge_fat:eQTLcatalogue/TwinsUK_ge_skin:PsychENCODE_eQTLs:DICE/T_CD4_naive_TREG:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellum:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Kidney_Cortex:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Pancreas:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Stomach:GTEx/v8/Thyroid:GTEx/v8/Vagina:GTEx/v7/Adipose_Subcutaneous:GTEx/v7/Adipose_Visceral_Omentum:GTEx/v7/Adrenal_Gland:GTEx/v7/Artery_Aorta:GTEx/v7/Artery_Tibial:GTEx/v7/Brain_Cerebellum:GTEx/v7/Breast_Mammary_Tissue:GTEx/v7/Colon_Transverse:GTEx/v7/Esophagus_Mucosa:GTEx/v7/Heart_Atrial_Appendage:GTEx/v7/Heart_Left_Ventricle:GTEx/v7/Lung:GTEx/v7/Pancreas:GTEx/v7/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v7/Skin_Sun_Exposed_Lower_leg:GTEx/v7/Spleen:GTEx/v7/Thyroid:GTEx/v7/Vagina:GTEx/v6/Adrenal_Gland:GTEx/v6/Brain_Cerebellum:GTEx/v6/Esophagus_Mucosa:GTEx/v6/Heart_Left_Ventricle:GTEx/v6/Lung:GTEx/v6/Thyroid	-	Yes	EP_correlation_cell_type_oneway:Left_Ventricle:Liver:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	7.963e-06	rs4624371	2
ENSG00000036257	CUL3	2	225334867	225450110	-1	protein_coding	8452	CUL3	0.974063405438851	0.062550932	271	22.4	485	1.2473e-51	0	eQTLcatalogue/Alasoo_2018_ge_macrophage_IFNg_Salmonella:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Testis:GTEx/v8/Thyroid:GTEx/v7/Adipose_Subcutaneous:GTEx/v7/Brain_Caudate_basal_ganglia:GTEx/v7/Muscle_Skeletal:GTEx/v7/Nerve_Tibial:GTEx/v6/Muscle_Skeletal:GTEx/v6/Testis	+	Yes	Adult_Cortex:Fetal_Cortex:Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	7.963e-06	rs4624371	2
ENSG00000228446	AC073052.1	2	225364104	225364817	-1	pseudogene	NA	NA	NA	NA	42	22.4	474	1.0901e-54	0	TIGER/Nom_Alonso_Pancreatic_islets:EyeGEx:PsychENCODE_eQTLs:DICE/B_cell_naive:DICE/T_CD4_naive:DICE/T_CD4_naive_activated:DICE/T_CD8_naive:DICE/T_CD8_naive_activated:DICE/Monocyte_classical:DICE/Monocyte_non_classical:DICE/NK:DICE/T_CD4_TFH:DICE/T_CD4_TH1:DICE/T_CD4_TH17:DICE/T_CD4_TH1_17:DICE/T_CD4_TH2:DICE/T_CD4_memory_TREG:DICE/T_CD4_naive_TREG:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellum:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Thyroid:GTEx/v8/Uterus:GTEx/v7/Adipose_Subcutaneous:GTEx/v7/Adipose_Visceral_Omentum:GTEx/v7/Cells_EBV-transformed_lymphocytes:GTEx/v7/Whole_Blood:GTEx/v7/Artery_Aorta:GTEx/v7/Artery_Tibial:GTEx/v7/Brain_Cerebellum:GTEx/v7/Colon_Sigmoid:GTEx/v7/Colon_Transverse:GTEx/v7/Esophagus_Gastroesophageal_Junction:GTEx/v7/Esophagus_Mucosa:GTEx/v7/Esophagus_Muscularis:GTEx/v7/Lung:GTEx/v7/Muscle_Skeletal:GTEx/v7/Nerve_Tibial:GTEx/v7/Ovary:GTEx/v7/Pancreas:GTEx/v7/Pituitary:GTEx/v7/Prostate:GTEx/v7/Cells_Transformed_fibroblasts:GTEx/v7/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v7/Skin_Sun_Exposed_Lower_leg:GTEx/v7/Small_Intestine_Terminal_Ileum:GTEx/v7/Spleen:GTEx/v7/Stomach:GTEx/v7/Thyroid:GTEx/v7/Uterus:GTEx/v6/Adipose_Subcutaneous:GTEx/v6/Cells_EBV-transformed_lymphocytes:GTEx/v6/Whole_Blood:GTEx/v6/Artery_Aorta:GTEx/v6/Artery_Tibial:GTEx/v6/Colon_Sigmoid:GTEx/v6/Colon_Transverse:GTEx/v6/Esophagus_Mucosa:GTEx/v6/Esophagus_Muscularis:GTEx/v6/Lung:GTEx/v6/Muscle_Skeletal:GTEx/v6/Cells_Transformed_fibroblasts:GTEx/v6/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v6/Skin_Sun_Exposed_Lower_leg:GTEx/v6/Thyroid	+	Yes	Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	7.963e-06	rs4624371	2
ENSG00000135905	DOCK10	2	225629807	225907162	-1	protein_coding	55619	DOCK10	0.0291925300959096	NA	6	3.802	299	3.0719e-56	0	eQTLcatalogue/GEUVADIS_ge_LCL:eQTLcatalogue/TwinsUK_ge_LCL:DICE/T_CD4_TH1:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood	-	Yes	Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	7.963e-06	rs4624371	2
ENSG00000263828	MIR4439	2	225875178	225875257	-1	miRNA	100616207	MIR4439	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Hippocampus:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	7.963e-06	rs4624371	2
ENSG00000232784	AC067961.1	2	226264426	226265304	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesendoderm:hESC	0.0002136	rs4624371	2
ENSG00000144460	NYAP2	2	226265364	226518734	1	protein_coding	57624	NYAP2	0.906196258132315	0.188825347	0	0	1	6.74583e-14	3.73781e-20	GTEx/v8/Muscle_Skeletal:GTEx/v7/Muscle_Skeletal:GTEx/v6/Muscle_Skeletal	NA	Yes	IMR90:Mesendoderm:hESC	0.0002136	rs4624371	2
ENSG00000228206	AC016717.1	2	226562970	226563255	1	pseudogene	NA	NA	NA	NA	0	0	1	1.35447e-09	9.55812e-17	GTEx/v8/Muscle_Skeletal:GTEx/v7/Muscle_Skeletal	NA	No	NA	NA	rs4624371	2
ENSG00000273301	RP11-314B1.2	2	226563230	226568370	1	lincRNA	NA	NA	NA	NA	0	0	1	1.08233e-12	2.80933e-17	GTEx/v8/Muscle_Skeletal:GTEx/v7/Muscle_Skeletal	NA	No	NA	NA	rs4624371	2
ENSG00000230621	AC080002.1	2	226857697	226857913	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	6.126e-05	rs4624371	2
ENSG00000235070	AC068138.1	2	227044760	227050087	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:hESC	6.111e-05	rs4624371	2
