GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
1	rs12044984	1	19861106	rs10917477	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Hypothyroidism	approximately 459,000 European ancestry individuals	NA	1p36.13		MICOS10			ENSG00000173436	NA	NA	rs10917477-?	rs10917477	0	10917477	intron_variant	0	NR	2E-10	9.69897000433602		NA		NR [~ 8900000] (imputed)	N
1	rs12044984	1	19861106	rs10917477	2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Hypothyroidism	30,155 European ancestry cases, 379,986 European ancestry controls, 1,114 East Asian ancestry cases, 172,656 East Asian ancestry controls	NA	1p36.13		MICOS10			ENSG00000173436	NA	NA	rs10917477-G	rs10917477	0	10917477	intron_variant	0	NR	2E-10	9.69897000433602		0.064	[0.044-0.084] unit increase	Affymetrix, Illumina [25801083] (imputed)	N
1	rs12044984	1	19873555	rs4244006	2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Height	360,388 European ancestry individuals, 165,056 East Asian ancestry individuals	NA	1p36.13		MICOS10			ENSG00000173436	NA	NA	rs4244006-C	rs4244006	0	4244006	intron_variant	0	NR	1E-16	16		0.0112	[0.0087-0.0137] unit increase	Affymetrix, Illumina [20538915] (imputed)	N
1	rs12044984	1	19925482	rs76193741	2020-04-17	31669095	Zhu Z	2019-10-24	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/31669095	Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.	Body mass index	457,822 European ancestry individuals	NA	1p36.13	NR	MICOS10-NBL1, MICOS10, NBL1			ENSG00000270136, ENSG00000173436, ENSG00000158747	NA	NA	rs76193741-?	rs76193741	0	76193741	intron_variant	0	NR	2E-8	7.69897000433602		NA		Affymetrix [~ 8270000] (imputed)	N
1	rs12044984	1	19925759	rs12024554	2019-11-04	30239722	Pulit SL	2018-09-14	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/30239722	Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.	Waist-hip ratio	697,734 European ancestry individuals	NA	1p36.13	NA	MICOS10, MICOS10-NBL1, NBL1			ENSG00000173436, ENSG00000270136, ENSG00000158747	NA	NA	rs12024554-T	rs12024554	0	12024554	intron_variant	0	0.2346	1E-10	10		0.0149	[0.01-0.019] unit decrease	NR [~ 27400000] (imputed)	N
1	rs12044984	1	19925759	rs12024554	2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Body mass index	359,983 European ancestry individuals, 163,835 East Asian ancestry individuals	NA	1p36.13		MICOS10, MICOS10-NBL1, NBL1			ENSG00000173436, ENSG00000270136, ENSG00000158747	NA	NA	rs12024554-T	rs12024554	0	12024554	intron_variant	0	NR	9E-9	8.04575749056068		0.0122	[0.0081-0.0163] unit decrease	Affymetrix, Illumina [20538802] (imputed)	N
1	rs12044984	1	19934900	rs61740466	2019-02-06	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Body mass index	approximately 458,000 European ancestry individuals	NA	1p36.13		MICOS10-NBL1, NBL1, MICOS10			ENSG00000270136, ENSG00000158747, ENSG00000173436	NA	NA	rs61740466-?	rs61740466	0	61740466	non_coding_transcript_exon_variant	0	NR	3E-8	7.52287874528034		NA		NR [~ 8900000] (imputed)	N
1	rs12044984	1	19934900	rs61740466	2019-11-05	30239722	Pulit SL	2018-09-14	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/30239722	Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.	Body mass index	806,834 European ancestry individuals	NA	1p36.13	NA	MICOS10-NBL1, NBL1, MICOS10			ENSG00000270136, ENSG00000158747, ENSG00000173436	NA	NA	rs61740466-A	rs61740466	0	61740466	non_coding_transcript_exon_variant	0	0.2346	2E-10	9.69897000433602		0.0142	[0.0099-0.0185] unit decrease	NR [~ 27400000] (imputed)	N
1	rs12044984	1	19961679	rs10917502	2022-03-28	33821002	Naqvi S	2021-04-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33821002	Shared heritability of human face and brain shape.	Brain shape (segment 15)	19,670 European ancestry individuals	NA	1p36.13		MICOS10-NBL1, NBL1			ENSG00000270136, ENSG00000158747	NA	NA	rs10917502-?	rs10917502	0	10917502	intron_variant	0	NR	5E-20	19.301029995664		NA		NR [9705931] (imputed)	N
1	rs12044984	1	19964098	rs78170481	2022-11-23	35164939	van der Meer D	2022-02-11	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35164939	Boosting Schizophrenia Genetics by Utilizing Genetic Overlap With Brain Morphology.	Brain morphology (MOSTest)	33,735 white British ancestry individuals	NA	1p36.13		NBL1, MICOS10-NBL1			ENSG00000158747, ENSG00000270136	NA	NA	rs78170481-?	rs78170481	0	78170481	intron_variant	0	NR	1E-20	20		NA		NR [9061072] (imputed)	N
1	rs12044984	1	19964098	rs78170481	2021-12-15	34560273	Shadrin AA	2021-09-21	Neuroimage	www.ncbi.nlm.nih.gov/pubmed/34560273	Vertex-wise multivariate genome-wide association study identifies 780 unique genetic loci associated with cortical morphology.	Cortical thickness	35,657 White British ancestry individuals	NA	1p36.13	NR	NBL1, MICOS10-NBL1			ENSG00000158747, ENSG00000270136	NA	NA	rs78170481-T	rs78170481	0	78170481	intron_variant	0	0.2387	2E-16	15.698970004336		NA		NR [9056863] (imputed)	N
1	rs12044984	1	19968058	rs12408663	2019-05-21	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Height	approximately 458,000 European ancestry individuals	NA	1p36.13		MICOS10-NBL1, NBL1			ENSG00000270136, ENSG00000158747	NA	NA	rs12408663-?	rs12408663	0	12408663	intron_variant	0	NR	6E-15	14.2218487496164		NA		NR [~ 8900000] (imputed)	N
1	rs12044984	1	19968058	rs12408663	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Brain morphology (MOSTest)	26,502 European ancestry individuals	NA	1p36.13	CAPZB, MINOS1-NBL1, MINOS1, NBL1	MICOS10-NBL1, NBL1			ENSG00000270136, ENSG00000158747	NA	NA	rs12408663-?	rs12408663	0	12408663	intron_variant	0		3E-16	15.5228787452803		NA		NR [7428630] (imputed)	N
1	rs12044984	1	19968058	rs12408663	2018-11-16	30072576	Emilsson V	2018-08-02	Science	www.ncbi.nlm.nih.gov/pubmed/30072576	Co-regulatory networks of human serum proteins link genetics to disease.	Blood protein levels	3,200 European ancestry individuals	NA	1p36.13	NBL1	MICOS10-NBL1, NBL1			ENSG00000270136, ENSG00000158747	NA	NA	rs12408663-T	rs12408663	0	12408663	intron_variant	0	0.78796875	2E-7	6.69897000433602	(NBL1, 2944_66_2)	0.14517097	[0.09-0.2] unit increase	Illumina [> 1000000] (imputed)	N
1	rs12044984	1	19968058	rs12408663	2022-03-07	34910505	van der Meer D	2021-12-15	Sci Adv	www.ncbi.nlm.nih.gov/pubmed/34910505	The genetic architecture of human cortical folding.	Vertex-wise sulcal depth	8,072 individuals	NA	1p36.13		MICOS10-NBL1, NBL1			ENSG00000270136, ENSG00000158747	NA	NA	rs12408663-C	rs12408663	0	12408663	intron_variant	0	0.23	9E-7	6.04575749056068		NA		NR [13131314] (imputed)	N
1	rs12044984	1	19968058	rs12408663	2021-12-15	34560273	Shadrin AA	2021-09-21	Neuroimage	www.ncbi.nlm.nih.gov/pubmed/34560273	Vertex-wise multivariate genome-wide association study identifies 780 unique genetic loci associated with cortical morphology.	Cortical surface area	35,657 White British ancestry individuals	NA	1p36.13	NR	MICOS10-NBL1, NBL1			ENSG00000270136, ENSG00000158747	NA	NA	rs12408663-C	rs12408663	0	12408663	intron_variant	0	0.2316	1E-17	17		NA		NR [9056863] (imputed)	N
1	rs12044984	1	19968058	rs12408663	2022-03-07	34910505	van der Meer D	2021-12-15	Sci Adv	www.ncbi.nlm.nih.gov/pubmed/34910505	The genetic architecture of human cortical folding.	Vertex-wise cortical thickness	33,748 European ancestry individuals	NA	1p36.13		MICOS10-NBL1, NBL1			ENSG00000270136, ENSG00000158747	NA	NA	rs12408663-C	rs12408663	0	12408663	intron_variant	0	0.23	3E-16	15.5228787452803		8.18	z score increase	Affymetrix [9061022] (imputed)	N
1	rs12044984	1	19968058	rs12408663	2022-08-04	35505052	Fan CC	2022-05-03	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/35505052	Multivariate genome-wide association study on tissue-sensitive diffusion metrics highlights pathways that shape the human brain.	Whole brain restricted isotropic diffusion (multivariate analysis)	23,543 European ancestry individuals	11,555 European ancestry individuals, 3,030 non-European ancestry individuals	1p36.13		MICOS10-NBL1, NBL1			ENSG00000270136, ENSG00000158747	NA	NA	rs12408663-?	rs12408663	0	12408663	intron_variant	0	NR	1E-14	14	(EA)	NA		NR [NR] (imputed)	N
1	rs12044984	1	19968058	rs12408663	2022-03-07	34910505	van der Meer D	2021-12-15	Sci Adv	www.ncbi.nlm.nih.gov/pubmed/34910505	The genetic architecture of human cortical folding.	Vertex-wise sulcal depth	33,748 European ancestry individuals	NA	1p36.13		MICOS10-NBL1, NBL1			ENSG00000270136, ENSG00000158747	NA	NA	rs12408663-C	rs12408663	0	12408663	intron_variant	0	0.23	8E-61	60.0969100130081		16.45	z score increase	Affymetrix [9061022] (imputed)	N
1	rs12044984	1	19968058	rs12408663	2022-03-07	34910505	van der Meer D	2021-12-15	Sci Adv	www.ncbi.nlm.nih.gov/pubmed/34910505	The genetic architecture of human cortical folding.	Vertex-wise cortical surface area	33,748 European ancestry individuals	NA	1p36.13		MICOS10-NBL1, NBL1			ENSG00000270136, ENSG00000158747	NA	NA	rs12408663-C	rs12408663	0	12408663	intron_variant	0	0.23	1E-25	25		10.47	z score increase	Affymetrix [9061022] (imputed)	N
1	rs12044984	1	19973920	rs2854108	2020-10-23	32665545	van der Meer D	2020-07-14	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32665545	Understanding the genetic determinants of the brain with MOSTest.	Cortical surface area (MOSTest)	26,502 European ancestry individuals	NA	1p36.13	CROCC, MFAP2, ATP13A2, SDHB	MICOS10-NBL1, NBL1			ENSG00000270136, ENSG00000158747	NA	NA	rs2854108-?	rs2854108	0	2854108	intron_variant	0		3E-14	13.5228787452803		NA		NR [7428630] (imputed)	N
1	rs12044984	1	19973920	rs2854108	2022-08-04	35505052	Fan CC	2022-05-03	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/35505052	Multivariate genome-wide association study on tissue-sensitive diffusion metrics highlights pathways that shape the human brain.	Whole brain free water diffusion (multivariate analysis)	23,543 European ancestry individuals	11,555 European ancestry individuals, 3,030 non-European ancestry individuals	1p36.13		MICOS10-NBL1, NBL1			ENSG00000270136, ENSG00000158747	NA	NA	rs2854108-?	rs2854108	0	2854108	intron_variant	0	NR	6E-11	10.2218487496164	(EA)	NA		NR [NR] (imputed)	N
1	rs12044984	1	19973920	rs2854108	2022-08-04	35505052	Fan CC	2022-05-03	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/35505052	Multivariate genome-wide association study on tissue-sensitive diffusion metrics highlights pathways that shape the human brain.	Whole brain restricted directional diffusion (multivariate analysis)	23,543 European ancestry individuals	11,555 European ancestry individuals, 3,030 non-European ancestry individuals	1p36.13		MICOS10-NBL1, NBL1			ENSG00000270136, ENSG00000158747	NA	NA	rs2854108-?	rs2854108	0	2854108	intron_variant	0	NR	4E-16	15.397940008672		NA		NR [NR] (imputed)	N
2	rs4624371	2	225302513	rs12328241	2019-05-21	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Height	approximately 458,000 European ancestry individuals	NA	2q36.2		FAM124B - CUL3	ENSG00000124019	ENSG00000036257		35689	32354	rs12328241-?	rs12328241	0	12328241	intergenic_variant	1	NR	8E-18	17.0969100130081		NA		NR [~ 8900000] (imputed)	N
2	rs4624371	2	225335595	rs4674908	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Red cell distribution width	approximately 445,000 European ancestry individuals	NA	2q36.2		CUL3			ENSG00000036257	NA	NA	rs4674908-?	rs4674908	0	4674908	3_prime_UTR_variant	0	NR	1E-7	7		NA		NR [~ 8900000] (imputed)	N
2	rs4624371	2	225337188	rs13016316	2018-10-19	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (years of education)	up to 1,131,881 European ancestry individuals	NA	2q36.2		CUL3			ENSG00000036257	NA	NA	rs13016316-A	rs13016316	0	13016316	3_prime_UTR_variant	0	0.0908	2E-8	7.69897000433602		0.0138	[0.0091-0.0185] unit decrease	Affymetrix, Illumina [10000000] (imputed)	N
2	rs4624371	2	225362478	rs3738952	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Self-reported math ability (MTAG)	670,471 European ancestry individuals	NA	2q36.2	Intergenic	CUL3			ENSG00000036257	NA	NA	rs3738952-T	rs3738952	0	3738952	missense_variant	0	0.0903	8E-17	16.0969100130081	(MTAG)	0.026	[0.02-0.032] unit decrease	Affymetrix, Illumina [7100000] (imputed)	N
2	rs4624371	2	225362478	rs3738952	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Self-reported math ability	564,698 European ancestry individuals	NA	2q36.2	Intergenic	CUL3			ENSG00000036257	NA	NA	rs3738952-C	rs3738952	0	3738952	missense_variant	0	0.9097	1E-14	14		0.0262	[0.02-0.033] unit increase	Affymetrix, Illumina [10000000] (imputed)	N
2	rs4624371	2	225365635	rs4674916	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular) (MTAG)	up to 1,359,002 European ancestry individuals	NA	2q36.2	NR	CUL3			ENSG00000036257	NA	NA	rs4674916-A	rs4674916	0	4674916	intron_variant	0	0.328	1E-17	17		0.00981343	[0.0076-0.0121] unit decrease	NR [9732723] (imputed)	N
2	rs4624371	2	225365635	rs4674916	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular)	up to 1,232,091 European ancestry individuals	NA	2q36.2	NR	CUL3			ENSG00000036257	NA	NA	rs4674916-A	rs4674916	0	4674916	intron_variant	0	0.327671	3E-11	10.5228787452803	(Conditioned on chr2:226332033)	0.01802615	[0.013-0.023] unit decrease	NR [~ 10000000] (imputed)	N
2	rs4624371	2	225365635	rs4674916	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Highest math class taken (MTAG)	811,539 European ancestry individuals	NA	2q36.2	Intergenic	CUL3			ENSG00000036257	NA	NA	rs4674916-A	rs4674916	0	4674916	intron_variant	0	0.3361	1E-8	8	(MTAG)	0.0099	[0.0066-0.0132] unit increase	Affymetrix, Illumina [7100000] (imputed)	N
2	rs4624371	2	225377574	rs6748341	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Lung function (FVC)	approximately 372,000 European ancestry individuals	NA	2q36.2		CUL3			ENSG00000036257	NA	NA	rs6748341-?	rs6748341	0	6748341	intron_variant	0	NR	9E-10	9.04575749056067		NA		NR [~ 8900000] (imputed)	N
2	rs4624371	2	225377574	rs6748341	2021-07-27	34211149	Mills MC	2021-07-01	Nat Hum Behav	www.ncbi.nlm.nih.gov/pubmed/34211149	Identification of 371 genetic variants for age at first sex and birth linked to externalising behaviour.	Age at first sexual intercourse	397,338 European ancestry individuals	NA	2q36.2	CUL3	CUL3			ENSG00000036257	NA	NA	rs6748341-C	rs6748341	0	6748341	intron_variant	0	0.684666	1E-11	11		0.0149484	[0.011-0.019] unit decrease	NR [16516521] (imputed)	N
2	rs4624371	2	225391296	rs11685299	2015-04-16	25056061	Ripke S	2014-07-22	Nature	www.ncbi.nlm.nih.gov/pubmed/25056061	Biological insights from 108 schizophrenia-associated genetic loci.	Schizophrenia	32,405 European ancestry cases, 42,221 European ancestry controls, 1,235 European ancestry cases and 1,235 European ancestry controls from 1235 parent-offspring trios, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	1,513 European ancestry cases, 66,236 European ancestry controls	2q36.2	CUL3	CUL3			ENSG00000036257	NA	NA	rs11685299-C	rs11685299	0	11685299	intron_variant	0	0.674	1E-8	8		1.0649627	[1.04-1.09]	Affymetrix, Illumina [9005918] (imputed)	N
2	rs4624371	2	225391296	rs11685299	2019-08-19	31268507	Periyasamy S	2019-07-03	JAMA Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31268507	Association of Schizophrenia Risk With Disordered Niacin Metabolism in an Indian Genome-wide Association Study.	Schizophrenia	816 Indian ancestry cases, 900 Indian ancestry controls, 505 Indian ancestry cases and 871 Indian ancestry controls from 405 families, up to 36,989 European and unknown ancestry cases, up to 113,075 European and unknown ancestry controls	NA	2q36.2	NR	CUL3			ENSG00000036257	NA	NA	rs11685299-?	rs11685299	0	11685299	intron_variant	0	NR	1E-8	8		NA		Illumina [up to 5582932] (imputed)	N
2	rs4624371	2	225391296	rs11685299	2019-12-23	31740837	Lam M	2019-11-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31740837	Comparative genetic architectures of schizophrenia in East Asian and European populations.	Schizophrenia	22,778 East Asian ancestry cases, 35,362 East Asian ancestry controls, 33,640 European ancestry cases, 43,456 European ancestry controls	NA	2q36.2	NR	CUL3			ENSG00000036257	NA	NA	rs11685299-?	rs11685299	0	11685299	intron_variant	0	NR	3E-11	10.5228787452803		1.0621574	[1.04-1.08]	Affymetrix, Illumina [12447948] (imputed)	N
2	rs4624371	2	225391296	rs11685299	2016-07-23	26198764	Goes FS	2015-07-21	Am J Med Genet B Neuropsychiatr Genet	www.ncbi.nlm.nih.gov/pubmed/26198764	Genome-wide association study of schizophrenia in Ashkenazi Jews.	Schizophrenia	592 Ashkenazi Jewish ancestry cases, 505 Ashkenazi Jewish ancestry controls, 36,989 cases, 113,075 controls	NA	2q36.2	NR	CUL3			ENSG00000036257	NA	NA	rs11685299-C	rs11685299	0	11685299	intron_variant	0	NR	4E-8	7.39794000867204		1.0638298	[NR]	Illumina [7158791] (imputed)	N
2	rs4624371	2	225391296	rs11685299	2017-11-10	28991256	Li Z	2017-10-09	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/28991256	Genome-wide association analysis identifies 30 new susceptibility loci for schizophrenia.	Schizophrenia	7,699 Chinese ancestry cases, 35,476 European ancestry cases, 18,327 Chinese ancestry controls, 46,839 European ancestry controls	4,384 Chinese ancestry cases, 5,770 Chinese ancestry controls	2q36.2	CUL3	CUL3			ENSG00000036257	NA	NA	rs11685299-C	rs11685299	0	11685299	intron_variant	0	NR	5E-12	11.301029995664		1.0706638	[1.05-1.09]	Affymetrix, Illumina [up to 5107227] (imputed)	N
2	rs4624371	2	225391296	rs11685299	2019-02-21	30285260	Ikeda M	2018-10-03	Schizophr Bull	www.ncbi.nlm.nih.gov/pubmed/30285260	Genome-Wide Association Study Detected Novel Susceptibility Genes for Schizophrenia and Shared Trans-Populations/Diseases Genetic Effect.	Schizophrenia	14,023 East Asian ancestry cases, 33,640 European ancestry cases, 31,505 East Asian ancestry controls, 43,456 European ancestry controls	NA	2q36.2	CUL3	CUL3			ENSG00000036257	NA	NA	rs11685299-C	rs11685299	0	11685299	intron_variant	0	NR	4E-11	10.397940008672		1.0683761	[1.05-1.09]	Illumina [6627481] (imputed)	N
2	rs4624371	2	225391296	rs11685299	2019-02-21	30285260	Ikeda M	2018-10-03	Schizophr Bull	www.ncbi.nlm.nih.gov/pubmed/30285260	Genome-Wide Association Study Detected Novel Susceptibility Genes for Schizophrenia and Shared Trans-Populations/Diseases Genetic Effect.	Schizophrenia	14,023 East Asian ancestry cases, 33,640 European ancestry cases, 31,505 East Asian ancestry controls, 43,456 European ancestry controls	NA	2q36.2	CUL3	CUL3			ENSG00000036257	NA	NA	rs11685299-C	rs11685299	0	11685299	intron_variant	0	NR	1E-8	8	(EA)	1.0684903	[1.05-1.09]	Illumina [6627481] (imputed)	N
